	arginase+ cells	carbohydrate metabolic cells	chaetal sacs	eleocytes	epidermis	globin+ cells	gut	ldlrr+ cells	lipoxygenase+ cells	lumbrokinase+ cells	metanephridia	muscle	neurons	piwi+ cells	polycystin cells	secretory	unnanotated	vigilin+ cells
PrileiEVm010599t1	0	0	1	1	2	20	2	0	0	0	0	2	2	2	0	0	0	0
PrileiEVm010600t1	0	0	1	0	4	0	46	0	1	0	0	2	0	8	0	0	0	0
PrileiEVm010601t1	0	0	1	22	5	0	8	0	0	0	0	4	1	49	2	0	1	0
PrileiEVm010602t1	1	1	8	1	12	1	9	0	1	1	0	10	10	26	424	1	3	0
PrileiEVm010603t1	0	4	0	0	2	2	1	0	1	0	0	3	1	5	0	0	0	0
PrileiEVm010604t1	3	1	5	14	25	9	53	1	3	1	1	34	26	152	11	1	9	2
PrileiEVm010605t1	0	0	0	1	0	0	0	0	1	0	0	2	1	2	5	0	0	0
PrileiEVm010606t1	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	1	0
PrileiEVm010607t1	0	0	0	0	0	0	1	0	0	0	0	0	0	7	0	0	0	0
PrileiEVm010608t1	1	0	9	6	22	0	30	0	1	0	0	1	6	54	3	1	4	0
PrileiEVm010609t1	0	1	0	2	0	3	3	0	0	0	0	3	3	13	5	0	0	0
PrileiEVm010610t1	2	0	2	0	6	1	42	0	1	0	1	9	4	36	29	0	0	0
PrileiEVm010611t1	2	1	5	4	19	8	19	1	0	0	2	34	13	81	3	1	4	2
PrileiEVm010612t1	1	0	4	5	7	2	25	0	0	0	1	9	9	47	3	1	2	0
PrileiEVm010613t1	1	0	3	1	3	2	6	0	0	0	0	8	10	26	2	0	0	0
PrileiEVm010614t1	0	0	1	0	1	0	8	0	0	0	0	0	0	6	9	0	0	0
PrileiEVm010615t1	2	0	19	12	22	9	132	0	5	5	1	15	24	450	9	0	10	3
PrileiEVm010616t1	1	0	10	0	3	2	14	0	1	0	0	4	2	24	1	0	2	0
PrileiEVm010617t1	0	0	0	2	6	7	691	2	0	0	0	12	6	28	3	0	3	0
PrileiEVm010618t1	1	0	0	11	6	0	52	0	1	1	0	6	3	44	1	0	1	0
PrileiEVm010619t1	1	0	0	1	4	1	1	0	0	0	0	1	0	2	0	0	0	0
PrileiEVm010620t1	0	0	0	0	0	0	20	0	0	0	1	2	0	3	31	0	0	0
PrileiEVm010621t1	0	1	65	0	2	1	3	0	1	0	0	3	0	3	1	0	0	0
PrileiEVm010622t1	0	0	4	2	1	1	9	0	1	2	2	5	4	20	0	1	2	0
PrileiEVm010623t1	1	0	0	0	1	0	3	0	1	0	0	2	1	21	0	0	0	0
PrileiEVm010624t1	0	1	2	0	10	0	34	0	0	0	0	5	1	23	1	0	0	1
PrileiEVm010625t1	0	0	0	0	1	0	0	0	0	2	0	3	1	17	1	0	0	0
PrileiEVm010626t1	0	0	0	0	2	0	1	0	0	0	0	0	7	1	3	0	1	0
PrileiEVm010627t1	0	2	2	0	3	1	6	1	0	0	0	3	0	24	3	0	3	0
PrileiEVm010628t1	0	0	5	0	0	0	30	0	0	0	0	1	1	11	12	1	0	0
PrileiEVm010629t1	0	0	0	2	1	0	9	0	0	0	5	13	3	9	2	0	0	0
PrileiEVm010630t1	0	0	0	0	1	0	0	0	0	0	0	1	26	1	1	0	1	0
PrileiEVm010631t1	0	0	1	16	6	1	2	0	1	0	0	0	3	6	2	0	0	0
PrileiEVm010632t1	0	0	1	0	3	2	6	0	0	0	0	1	5	19	8	0	0	0
PrileiEVm010633t1	0	0	18	5	47	3	7	0	3	1	2	32	9	25	8	1	2	0
PrileiEVm010634t1	0	1	0	0	1	1	1	0	0	0	0	18	2	4	0	0	0	0
PrileiEVm010635t1	1	0	5	1	3	1	3	0	1	1	1	10	0	22	1	0	0	0
PrileiEVm010636t1	1	2	5	1	9	3	18	0	2	2	0	6	6	42	1	0	0	0
PrileiEVm010637t1	38	1	16	9	60	13	2227	3	12	1	3	53	50	136	1403	3	11	0
PrileiEVm010638t1	0	0	0	0	0	0	0	0	0	17	0	1	0	4	0	0	0	0
PrileiEVm010639t1	0	0	0	0	10	0	9	0	0	0	0	0	0	0	4	0	0	0
PrileiEVm010640t1	0	4	4	4	18	0	43	0	5	2	3	26	11	159	1	0	2	1
PrileiEVm010641t1	1	1	7	7	11	2	19	0	1	1	2	12	9	70	4	0	2	0
PrileiEVm010642t1	0	0	2	0	4	0	3	0	1	2	0	0	1	16	0	0	1	0
PrileiEVm010643t1	0	0	0	0	1	0	2	1	1	0	0	9	1	27	0	0	0	0
PrileiEVm010644t1	0	0	2	0	5	5	4	0	3	1	1	369	2	28	1	1	1	0
PrileiEVm010645t1	0	0	1	1	5	1	5	0	1	0	0	9	1	31	2	0	0	0
PrileiEVm010646t1	0	0	0	0	0	1	34	0	0	0	0	0	1	21	0	0	0	0
PrileiEVm010647t1	0	0	4	2	7	1	13	1	4	0	0	12	3	45	0	1	1	0
PrileiEVm010648t1	0	0	28	2	6	7	5	0	3	1	0	16	3	19	4	0	1	0
PrileiEVm010649t1	0	0	0	2	11	7	0	2	0	4	0	10	1	3	0	0	0	0
PrileiEVm010650t1	0	0	1	1	4	2	4	0	2	0	1	10	4	21	2	0	4	2
PrileiEVm010651t1	0	0	0	2	0	2	3	0	1	0	0	1	1	8	1	0	1	0
PrileiEVm010652t1	0	0	1	2	1	0	1	0	0	0	0	1	0	1	0	0	0	0
PrileiEVm010653t1	0	0	1	0	1	0	1	0	0	0	0	0	1	2	7	1	0	0
PrileiEVm010654t1	0	0	4	4	12	2	13	0	2	0	0	6	1	39	17	1	1	0
PrileiEVm010655t1	0	0	0	0	2	0	5	0	0	0	0	0	0	5	0	0	1	0
PrileiEVm010656t1	6	4	50	129	59	4	210	1	4	1	2	84	12	175	10	1	10	0
PrileiEVm010657t1	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	1	0
PrileiEVm010658t1	0	0	1	0	4	0	1	0	0	0	0	3	49	6	16	1	0	0
PrileiEVm010659t1	0	0	2	5	3	1	9	0	0	1	0	12	6	16	4	1	1	0
PrileiEVm010660t1	0	0	0	0	1	1	1	0	0	0	0	0	2	2	0	0	0	0
PrileiEVm010661t1	9	14	40	41	56	18	231	4	18	15	5	94	47	376	22	2	8	9
PrileiEVm010662t1	0	1	2	4	1	3	11	2	2	0	0	26	15	43	4	0	0	2
PrileiEVm010663t1	3	0	8	7	43	4	31	0	12	1	3	10	8	262	7	0	7	0
PrileiEVm010664t1	0	0	4	0	19	4	10	0	4	1	1	4	1	213	5	0	5	0
PrileiEVm010665t1	1	1	23	2	18	5	10	1	1	0	0	51	45	73	20	0	0	0
PrileiEVm010667t1	0	0	2	2	242	2	8	0	0	0	0	4	3	13	5	0	5	0
PrileiEVm010668t1	2	0	3	0	4	1	7	0	0	1	0	5	3	22	4	0	1	0
PrileiEVm010669t1	0	0	1	16	3	0	3	20	0	0	0	4	5	8	0	0	2	0
PrileiEVm010670t1	0	0	0	0	1	0	86	0	1	0	1	4	0	1	0	0	0	0
PrileiEVm010671t1	0	0	0	10	3	0	4	1	1	0	0	24	2	15	1	0	0	0
PrileiEVm010672t1	0	0	1	6	0	0	0	0	0	0	1	1	1	5	1	0	0	0
PrileiEVm010673t1	1	4	3	7	4	1	29	1	2	1	2	33	12	181	2	0	2	0
PrileiEVm010674t1	1	4	10	20	36	7	54	1	5	1	1	37	32	192	9	0	6	1
PrileiEVm010675t1	0	0	0	1	2	1	10	0	0	0	0	0	0	7	9	0	0	0
PrileiEVm010676t1	0	0	1	5	17	5	22	0	2	2	0	15	2	21	2	0	0	0
PrileiEVm010677t1	0	1	1	0	2	1	1	0	2	0	0	1	2	12	1	0	0	0
PrileiEVm010678t1	0	0	8	5	5	4	18	0	5	0	1	11	2	57	3	0	4	1
PrileiEVm010679t1	0	2	1	1	2	0	6	0	0	0	0	0	0	20	4	1	0	0
PrileiEVm010680t1	0	2	0	38	2	0	1	1	0	0	0	3	0	11	1	0	2	0
PrileiEVm010681t1	0	2	14	7	31	9	43	0	12	1	2	12	22	191	4	1	4	4
PrileiEVm010682t1	0	0	0	1	4	1	4	0	0	0	0	2	7	20	1	0	0	0
PrileiEVm010683t1	0	0	0	0	0	0	1	0	0	8	0	0	1	0	1	0	0	0
PrileiEVm010684t1	1	0	3	0	2	0	12	1	2	0	0	6	2	28	2	0	6	0
PrileiEVm010685t1	0	0	0	0	0	1	32	0	1	0	0	0	1	5	0	0	0	0
PrileiEVm010686t1	3	3	10	9	26	4	42	0	7	2	1	24	14	256	19	0	7	3
PrileiEVm010687t1	0	0	0	1	1	0	0	0	0	0	0	0	0	12	0	0	0	0
PrileiEVm010688t1	0	0	0	6	0	1	1	0	1	0	0	0	1	2	1	0	0	0
PrileiEVm010689t1	0	0	2	0	0	1	0	0	1	0	0	1	0	3	0	0	0	0
PrileiEVm010690t1	0	0	0	0	2	0	2	0	0	0	0	1	1	5	0	1	0	0
PrileiEVm010691t1	0	2	2	0	8	0	10	0	0	1	1	9	5	104	3	0	4	0
PrileiEVm010692t1	0	0	1	0	3	0	2	0	0	0	0	0	0	12	0	0	0	0
PrileiEVm010693t1	0	0	1	2	5	1	5	0	2	0	0	3	2	37	0	0	1	0
PrileiEVm010694t1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
PrileiEVm010695t1	0	0	1	1	0	0	1	0	0	0	2	3	1	10	1	0	0	0
PrileiEVm010696t1	0	9	2	1	8	2	27	0	1	0	2	20	5	110	1	0	5	2
PrileiEVm010697t1	0	0	0	0	0	1	4	0	0	0	0	0	1	0	0	0	0	0
PrileiEVm010698t1	0	0	0	0	0	0	1	0	0	0	0	0	2	3	0	0	0	0
PrileiEVm010699t1	0	0	0	1	1	0	2	0	0	1	0	6	0	8	1	0	0	0
PrileiEVm010700t1	2	8	4	7	26	7	72	0	4	7	1	11	13	142	4	0	6	2
PrileiEVm010701t1	7	3	32	28	65	14	226	0	27	5	3	70	36	1140	23	0	23	1
PrileiEVm010702t1	0	0	0	1	6	0	5	0	0	0	0	4	2	9	0	0	0	0
PrileiEVm010703t1	1	1	6	0	17	8	35	0	4	0	2	13	12	95	7	0	2	0
PrileiEVm010704t1	0	0	0	0	0	0	1	0	0	0	0	1	1	5	1	0	0	0
PrileiEVm010705t1	0	0	1	0	0	0	2	0	0	0	0	7	3	3	0	0	1	0
PrileiEVm010706t1	1	0	10	10	18	1	35	2	1	4	0	12	3	69	3	0	2	0
PrileiEVm010707t1	0	0	5	0	2	0	10	0	1	0	0	5	3	20	1	3	1	0
PrileiEVm010708t1	0	2	4	19	6	1	20	0	0	1	0	9	1	77	3	0	1	0
PrileiEVm010709t1	0	0	1	1	1	2	1	0	0	0	0	1	9	11	0	0	1	0
PrileiEVm010710t1	0	0	7	5	12	11	14	0	0	2	0	23	31	124	7	0	3	0
PrileiEVm010711t1	1	1	2	4	4	1	6	0	2	0	2	8	10	20	3	0	3	0
PrileiEVm010712t1	3	9	36	10	37	5	53	2	10	1	7	101	53	245	13	0	11	4
PrileiEVm010713t1	0	0	5	19	3	1	4	0	0	1	0	4	19	13	2	0	0	0
PrileiEVm010714t1	0	0	1	0	1	0	2	0	0	0	0	3	2	3	1	0	0	0
PrileiEVm010715t1	0	2	1	2	6	1	9	0	1	0	0	4	9	26	4	0	0	0
PrileiEVm010716t1	0	0	0	0	0	0	1	1	0	0	0	1	8	2	0	0	0	0
PrileiEVm010717t1	0	0	4	1	4	0	17	0	0	0	0	3	0	28	3	0	2	0
PrileiEVm010718t1	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	1	0
PrileiEVm010719t1	0	0	0	0	0	1	1	0	0	0	0	2	8	2	0	0	2	0
PrileiEVm010720t1	0	1	2	0	4	2	3	0	0	1	1	7	3	24	3	0	1	1
PrileiEVm010721t1	0	0	3	2	2	1	8	0	458	0	1	3	4	21	5	0	0	0
PrileiEVm010722t1	0	1	0	12	0	0	5	1	0	0	0	0	0	7	1	0	0	0
PrileiEVm010723t1	0	0	0	0	0	0	5	0	0	0	0	2	2	1	4	0	0	0
PrileiEVm010724t1	0	0	2	4	6	1	10	0	4	1	0	4	1	47	1	0	2	0
PrileiEVm010725t1	0	0	3	2	11	1	10	0	1	0	0	5	4	24	3	0	1	0
PrileiEVm010726t1	2	0	3	0	7	3	7	0	0	0	1	2	8	2	1	0	0	0
PrileiEVm010727t1	0	0	1	0	1	0	14	0	0	0	0	2	2	5	5	0	1	0
PrileiEVm010728t1	0	0	3	3	6	0	11	0	1	1	0	0	1	18	1	0	1	1
PrileiEVm010729t1	0	0	2	0	12	0	5	1	2	0	0	7	13	135	0	1	2	2
PrileiEVm010730t1	0	0	1	2	1	0	6	0	3	0	0	1	1	17	3	0	2	0
PrileiEVm010731t1	1	0	4	0	4	2	24	1	2	0	0	2	2	20	2	0	0	0
PrileiEVm010732t1	0	0	0	1	1	0	1	0	0	0	0	2	1	11	0	0	0	0
PrileiEVm010733t1	0	0	6	5	8	2	32	0	1	0	2	77	22	26	10	0	2	0
PrileiEVm010734t1	3	4	7	0	34	27	24	1	4	2	0	12	9	124	12	1	5	2
PrileiEVm010735t1	0	0	0	0	1	1	3	0	1	0	0	0	15	3	0	0	0	0
PrileiEVm010736t1	0	0	8	3	14	2	53	1	2	2	0	9	3	37	7	0	5	1
PrileiEVm010737t1	0	0	1	4	6	0	11	0	0	0	0	6	5	9	5	0	0	1
PrileiEVm010738t1	0	2	6	5	8	2	16	0	0	0	1	10	1	62	1	0	2	0
PrileiEVm010739t1	0	1	4	0	5	5	7	0	0	0	0	1	4	10	3	0	0	0
PrileiEVm010740t1	0	1	3	1	8	4	8	0	1	0	1	3	2	81	2	0	6	0
PrileiEVm010741t1	0	0	0	5	6	0	8	1	3	0	0	6	5	80	1	0	0	0
PrileiEVm010742t1	0	0	0	0	0	1	8	0	0	1	0	3	0	16	2	0	0	0
PrileiEVm010743t1	0	0	1	2	3	0	26	0	1	0	0	2	0	95	3	0	2	0
PrileiEVm010744t1	0	0	0	1	2	0	0	0	0	0	1	3	4	9	27	0	2	0
PrileiEVm010745t1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	4	0	0	0
PrileiEVm010746t1	0	0	6	1	2	1	1	2	1	0	0	5	325	15	4	0	1	0
PrileiEVm010747t1	0	0	0	1	0	0	0	0	0	0	0	2	0	5	2	0	0	0
PrileiEVm010748t1	0	0	0	7	8	1	0	0	0	0	0	2	0	3	0	0	0	0
PrileiEVm010749t1	0	0	77	0	2	0	4	0	0	0	0	4	6	12	1	0	1	1
PrileiEVm010750t1	0	0	8	1	52	3	228	0	0	0	0	10	1	34	0	0	1	2
PrileiEVm010751t1	0	0	0	1	3	0	29	0	1	0	5	2	0	11	0	0	0	0
PrileiEVm010752t1	0	0	5	2	1	1	3	0	0	0	0	9	2	6	0	0	0	0
PrileiEVm010753t1	0	0	0	0	0	1	0	0	0	0	0	1	2	1	0	0	0	0
PrileiEVm010754t1	0	0	1	0	0	1	1	0	0	0	6	5	4	1	0	0	0	0
PrileiEVm010755t1	0	0	0	8	2	21	2	0	0	0	9	2	0	3	1	0	0	0
PrileiEVm010756t1	0	1	1	0	1	39	23	0	0	1	0	1	1	6	0	0	0	0
PrileiEVm010757t1	0	0	0	2	2	0	0	0	0	0	0	4	1	5	0	0	0	0
PrileiEVm010758t1	0	0	0	0	0	0	1	0	0	0	0	0	10	5	0	2	0	0
PrileiEVm010759t1	0	0	1	0	5	0	3	0	0	0	0	7	5	24	2	0	2	0
PrileiEVm010760t1	1	0	2	0	3	1	27	0	0	0	1	1	3	47	10	0	7	0
PrileiEVm010761t1	1	0	1	0	1	0	58	0	1	1	0	0	0	12	0	0	1	0
PrileiEVm010762t1	0	0	0	0	0	1	4	0	0	0	1	18	4	2	0	0	0	0
PrileiEVm010763t1	0	0	0	1	3	20	1	0	1	0	0	1	2	30	0	0	3	0
PrileiEVm010764t1	1	1	1	3	3	1	2	1	0	0	0	2	3	8	1	0	0	1
PrileiEVm010765t1	0	0	0	1	1	0	0	0	0	0	0	0	2	5	0	0	0	0
PrileiEVm010766t1	0	0	0	12	2	0	2	0	0	0	0	0	0	2	0	0	0	0
PrileiEVm010767t1	2	0	10	2	23	1	24	0	4	4	1	8	7	226	11	0	1	1
PrileiEVm010768t1	0	0	0	0	1	0	1	0	0	0	0	0	1	2	1	0	0	0
PrileiEVm010769t1	0	0	0	0	3	1	4	0	0	0	0	1	0	13	2	0	2	0
PrileiEVm010770t1	0	0	1	1	3	0	10	0	1	0	0	1	0	2	3	0	1	0
PrileiEVm010771t1	0	0	5	22	5	40	41	1	2	2	0	3	7	109	3	0	3	2
PrileiEVm010772t1	0	0	0	0	2	6	8	0	10	0	0	0	0	5	0	0	0	0
PrileiEVm010774t1	0	0	0	0	1	0	3	0	0	0	0	0	0	3	9	0	0	0
PrileiEVm010775t1	0	0	1	1	4	2	9	0	2	0	1	6	4	18	2	0	0	0
PrileiEVm010776t1	0	0	1	1	1	1	0	0	0	0	0	1	3	13	0	0	3	0
PrileiEVm010777t1	0	0	28	0	0	0	0	0	0	0	0	2	0	3	1	0	0	0
PrileiEVm010778t1	0	1	1	1	1	1	9	0	0	2	0	3	3	20	2	0	0	0
PrileiEVm010779t1	0	0	1	1	2	1	4	0	0	0	0	2	2	12	0	0	0	0
PrileiEVm010780t1	0	0	0	0	2	0	0	0	0	0	0	0	1	5	1	0	0	0
PrileiEVm010781t1	0	0	1	0	1	0	1	0	0	0	1	2	1	6	14	0	0	0
PrileiEVm010782t1	0	0	2	0	4	4	14	0	1	0	0	7	1	12	7	0	1	0
PrileiEVm010783t1	0	0	0	0	6	0	0	0	0	0	0	0	0	4	1	0	0	0
PrileiEVm010784t1	0	0	0	3	12	3	16	0	1	1	0	5	3	37	2	0	2	1
PrileiEVm010785t1	0	0	0	0	0	0	2	0	2	0	0	1	34	7	1	0	0	0
PrileiEVm010786t1	0	0	1	1	0	5	0	0	0	0	0	3	6	2	0	0	0	0
PrileiEVm010787t1	1	1	0	1	0	1	3	0	0	0	0	4	15	2	3	0	0	0
PrileiEVm010788t1	0	1	2	0	1	0	9	0	1	0	0	2	1	10	19	0	2	0
PrileiEVm010789t1	0	0	1	3	12	0	14	0	1	0	0	2	3	12	2	1	0	0
PrileiEVm010790t1	0	0	0	3	4	5	17	1	0	4	0	7	2	38	0	0	0	1
PrileiEVm010791t1	1	2	2	0	7	0	27	1	1	0	0	2	8	24	19	0	1	0
PrileiEVm010792t1	0	0	1	1	1	0	5	0	0	1	0	3	11	9	2	0	3	0
PrileiEVm010793t1	0	0	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0
PrileiEVm010794t1	0	1	2	0	2	0	61	1	1	0	0	1	1	8	2	0	0	0
PrileiEVm010795t1	0	0	0	18	1	1	1	0	0	0	0	0	1	0	1	0	0	1
PrileiEVm010796t1	0	0	2	2	2	4	213	2	4	0	0	5	7	7	3	0	0	0
PrileiEVm010797t1	0	0	1	1	7	0	5	0	0	0	0	2	1	2	0	0	0	0
PrileiEVm010798t1	0	0	0	40	2	1	33	0	0	0	2	2	1	4	1	0	1	0
PrileiEVm010799t1	0	0	1	0	2	0	0	0	0	0	0	1	19	1	2	0	1	0
PrileiEVm010800t1	0	0	0	1	64	0	0	1	0	0	0	1	3	4	1	0	0	0
PrileiEVm010801t1	0	0	0	1	1	0	1	0	0	0	0	0	2	4	0	0	0	0
PrileiEVm010802t1	0	0	0	0	2	0	37	0	0	0	0	1	1	5	3	0	0	0
PrileiEVm010803t1	0	0	0	0	0	0	2	0	0	0	0	3	3	3	0	0	0	0
PrileiEVm010804t1	0	0	0	0	1	0	2	1	0	0	0	2	4	6	0	0	0	0
PrileiEVm010805t1	0	0	0	0	0	0	1	0	0	0	0	0	4	10	0	0	0	0
PrileiEVm010806t1	0	0	3	3	3	5	15	2	2	2	0	0	2	21	0	0	0	0
PrileiEVm010807t1	0	0	1	0	2	0	11	0	1	0	0	1	1	6	0	0	0	0
PrileiEVm010808t1	0	1	3	2	13	1	18	1	3	0	1	7	4	112	26	0	2	0
PrileiEVm010809t1	0	0	2	0	10	1	3	0	1	0	1	9	6	26	5	0	1	0
PrileiEVm010810t1	0	0	1	19	1	1	6	0	1	1	0	1	0	10	2	0	1	0
PrileiEVm010811t1	0	0	0	1	5	1	1	0	1	0	1	0	8	5	2	0	0	0
PrileiEVm010812t1	1	3	4	3	10	3	5	1	1	0	0	14	10	53	5	1	0	0
PrileiEVm010813t1	0	0	1	1	0	6	4	0	0	0	1	3	0	17	4	0	0	0
PrileiEVm010814t1	0	0	1	6	37	23	9	0	0	0	0	6	3	74	4	0	3	0
PrileiEVm010815t1	0	0	4	13	8	8	65	0	4	0	0	19	27	91	20	0	6	0
PrileiEVm010816t1	0	1	9	2	7	7	12	0	0	0	0	23	12	38	10	0	1	1
PrileiEVm010817t1	0	0	0	2	2	3	14	0	0	0	0	0	0	5	0	0	0	0
PrileiEVm010818t1	0	0	0	0	4	1	1	0	2	0	0	4	3	51	0	0	0	0
PrileiEVm010819t1	0	0	0	0	1	1	19	0	1	0	0	0	0	0	0	0	0	0
PrileiEVm010820t1	0	0	1	1	1	0	1	1	0	0	0	2	8	6	1	0	0	0
PrileiEVm010821t1	0	0	0	0	11	0	12	0	0	0	0	2	0	3	1	0	0	0
PrileiEVm010822t1	0	0	0	1	40	0	1	0	2	0	0	6	1	4	4	0	2	0
PrileiEVm010823t1	0	0	0	0	2	1	49	0	5	1	0	0	0	6	0	0	1	0
PrileiEVm010824t1	0	0	1	0	1	1	10	0	0	0	0	1	0	13	0	0	0	0
PrileiEVm010825t1	0	0	1	0	0	0	113	0	0	0	0	1	2	2	1	0	0	0
PrileiEVm010826t1	0	0	1	0	1	0	41	0	11	0	0	1	2	4	3	0	0	0
PrileiEVm010827t1	0	0	0	0	0	0	44	0	8	0	0	3	0	6	1	0	0	0
PrileiEVm010828t1	0	0	0	2	1	0	82	0	0	0	0	3	1	4	0	0	0	0
PrileiEVm010829t1	0	0	0	2	1	0	0	0	0	0	0	0	0	4	0	0	0	0
PrileiEVm010830t1	2	3	1	7	16	2	4	0	0	0	4	6	1	29	0	0	1	0
PrileiEVm010831t1	2	0	7	23	13	5	52	1	1	2	0	5	5	35	6	0	1	2
PrileiEVm010832t1	0	0	2	2	1	1	11	0	1	0	0	9	4	32	3	1	0	0
PrileiEVm010833t1	0	0	0	0	6	0	5	0	0	1	0	4	0	16	2	0	1	0
PrileiEVm010834t1	0	0	2	2	5	2	7	0	1	0	0	1	0	25	5	0	0	0
PrileiEVm010835t1	0	2	1	1	1	1	5	0	1	0	1	4	1	21	2	0	0	0
PrileiEVm010837t1	0	0	0	3	5	3	20	0	0	0	0	0	1	4	1	0	1	0
PrileiEVm010838t1	2	0	9	5	6	3	18	0	3	1	1	11	6	63	4	0	2	0
PrileiEVm010839t1	0	2	8	2	75	0	10	0	0	1	0	59	22	138	6	0	5	0
PrileiEVm010840t1	0	0	1	0	0	0	1	0	0	0	0	4	6	0	1	0	0	0
PrileiEVm010841t1	0	0	1	0	3	1	4	0	0	0	0	110	2	8	4	0	1	0
PrileiEVm010842t1	0	0	1	3	3	1	7	1	2	0	1	5	3	23	1	0	2	1
PrileiEVm010843t1	0	0	2	0	2	2	1	0	0	0	0	1	0	11	1	0	1	1
PrileiEVm010844t1	1	0	0	2	1	1	0	0	1	0	0	4	1	11	1	0	0	0
PrileiEVm010845t1	0	0	7	2	23	10	17	2	1	0	0	9	24	27	11	0	1	0
PrileiEVm010846t1	0	1	8	7	10	2	51	0	2	0	0	11	4	72	14	0	1	0
PrileiEVm010847t1	0	0	3	1	3	1	8	0	1	0	0	5	3	14	4	1	0	0
PrileiEVm010848t1	0	0	3	1	2	3	31	1	2	0	1	5	1	12	6	0	0	0
PrileiEVm010849t1	0	0	2	0	4	1	0	0	1	1	0	3	21	0	29	0	2	0
PrileiEVm010850t1	0	2	3	9	58	6	54	1	7	3	3	15	11	162	10	0	2	0
PrileiEVm010851t1	1	0	2	3	4	1	6	0	1	0	0	3	0	23	0	0	1	0
PrileiEVm010852t1	0	0	6	2	4	13	17	0	0	0	0	3	14	22	2	0	2	0
PrileiEVm010853t1	0	3	7	5	16	3	29	1	5	1	0	14	12	185	4	1	3	0
PrileiEVm010854t1	0	1	7	8	19	3	29	0	4	2	0	16	16	74	11	0	0	0
PrileiEVm010855t1	0	1	2	1	7	2	15	0	1	0	1	15	2	30	1	0	0	0
PrileiEVm010856t1	4	10	6	3	26	10	68	0	5	2	7	33	10	210	8	0	6	0
PrileiEVm010857t1	0	1	1	0	1	1	4	0	1	0	0	1	0	15	1	0	0	0
PrileiEVm010858t1	0	0	0	0	0	3	14	0	0	0	0	0	1	4	0	0	0	0
PrileiEVm010859t1	0	0	1	4	0	0	1	0	0	0	1	10	6	10	0	0	0	0
PrileiEVm010860t1	0	0	1	1	4	0	2	0	0	0	0	2	1	21	0	0	0	0
PrileiEVm010861t1	0	0	4	0	38	0	2	0	0	0	0	2	0	18	3	0	1	0
PrileiEVm010862t1	0	0	1	0	3	0	2	0	1	0	0	1	0	0	0	0	0	0
PrileiEVm010863t1	0	0	0	0	1	0	6	0	0	0	0	3	4	11	0	1	0	0
PrileiEVm010864t1	0	0	0	0	1	0	4	0	0	0	0	68	2	3	1	0	0	0
PrileiEVm010865t1	0	0	0	0	0	0	0	0	0	0	0	6	7	2	2	0	0	0
PrileiEVm010866t1	0	0	1	0	3	3	93	0	0	1	0	2	2	5	1	0	0	0
PrileiEVm010867t1	0	0	1	0	0	0	15	0	0	0	0	0	1	4	0	0	0	0
PrileiEVm010868t1	0	0	0	1	1	0	1	0	0	0	0	2	4	0	1	0	0	0
PrileiEVm010869t1	2	0	9	3	15	3	36	0	0	0	1	52	7	45	10	0	2	4
PrileiEVm010870t1	3	2	28	17	67	10	81	3	10	6	3	31	36	596	19	0	14	2
PrileiEVm010871t1	1	0	4	2	5	2	7	0	0	0	0	4	5	77	2	0	2	0
PrileiEVm010872t1	0	0	0	0	6	3	6	0	34	0	0	2	0	9	0	0	0	0
PrileiEVm010873t1	0	0	2	0	0	1	1	0	0	0	0	1	1	7	0	0	0	0
PrileiEVm010874t1	0	0	0	0	0	0	1	0	0	0	0	2	4	3	0	0	0	0
PrileiEVm010875t1	0	0	4	0	47	1	0	1	0	0	0	0	2	5	1	0	0	0
PrileiEVm010876t1	1	0	1	0	1	0	3	0	0	0	0	0	5	7	1	0	0	0
PrileiEVm010877t1	1	0	2	0	5	3	6	0	3	0	1	7	0	44	1	0	1	0
PrileiEVm010878t1	0	0	5	10	12	5	32	0	2	1	0	29	10	74	8	0	1	1
PrileiEVm010879t1	0	0	4	1	5	1	15	0	0	1	0	2	7	15	2	1	1	1
PrileiEVm010880t1	0	0	0	0	4	0	5	0	0	0	0	6	18	6	5	0	0	0
PrileiEVm010881t1	0	0	8	43	28	3	30	1	0	0	1	6	13	35	8	0	1	0
PrileiEVm010882t1	0	0	0	0	2	0	36	0	0	4	0	0	2	1	0	0	0	0
PrileiEVm010883t1	1	0	1	0	4	0	5	0	0	1	1	3	2	23	2	0	0	0
PrileiEVm010884t1	6	17	16	20	50	19	144	1	9	6	8	106	18	377	15	0	18	3
PrileiEVm010885t1	0	0	1	3	8	0	1	1	0	0	0	2	1	20	2	0	1	0
PrileiEVm010886t1	0	0	0	0	6	0	3	0	0	0	0	2	1	2	0	0	0	0
PrileiEVm010887t1	0	0	0	0	0	0	3	0	0	0	0	0	2	3	0	0	0	0
PrileiEVm010888t1	0	0	0	0	2	1	4	0	0	1	0	5	5	22	0	0	0	0
PrileiEVm010889t1	0	5	2	5	21	16	92	0	5	5	0	8	2	106	4	0	4	0
