	arginase+ cells	carbohydrate metabolic cells	chaetal sacs	eleocytes	epidermis	globin+ cells	gut	ldlrr+ cells	lipoxygenase+ cells	lumbrokinase+ cells	metanephridia	muscle	neurons	piwi+ cells	polycystin cells	secretory	unnanotated	vigilin+ cells
PrileiEVm022031t1	0	1	1	1	4	2	9	0	1	0	0	6	1	17	3	1	0	0
PrileiEVm022032t1	0	0	3	1	14	0	4	0	0	1	0	2	3	5	2	0	0	0
PrileiEVm022033t1	1	0	15	18	54	9	63	0	6	5	1	29	16	131	7	0	9	0
PrileiEVm022034t1	0	0	0	3	0	2	7	0	1	0	0	1	2	14	1	0	1	0
PrileiEVm022035t1	1	3	2	4	8	0	20	0	1	0	1	13	3	93	9	0	2	0
PrileiEVm022036t1	1	0	0	0	8	0	0	0	0	0	0	1	2	8	0	0	0	0
PrileiEVm022038t1	0	0	0	0	1	0	1	0	0	0	0	0	1	3	0	0	0	0
PrileiEVm022039t1	0	0	0	0	0	0	0	0	0	0	0	12	0	2	0	0	0	0
PrileiEVm022040t1	0	1	2	4	20	2	12	0	1	0	1	6	2	23	2	0	2	0
PrileiEVm022041t1	0	0	0	1	2	0	4	0	0	0	0	0	1	1	0	0	0	0
PrileiEVm022042t1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0
PrileiEVm022043t1	0	0	0	0	3	20	26	0	21	0	0	2	1	6	0	0	0	0
PrileiEVm022045t1	0	1	1	4	5	7	54	0	1	0	2	47	4	35	5	0	1	0
PrileiEVm022046t1	0	0	0	0	10	0	1	0	1	0	1	0	0	10	3	0	0	0
PrileiEVm022049t1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	1
PrileiEVm022055t1	0	0	1	2	0	0	2	0	0	0	0	1	1	7	1	0	0	0
PrileiEVm022056t1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PrileiEVm022058t1	0	0	9	1	11	0	0	0	0	0	0	3	2	10	1	0	1	0
PrileiEVm022059t1	0	0	0	0	0	0	1	0	1	0	0	5	1	3	3	0	2	0
PrileiEVm022061t1	0	0	2	1	0	0	2	0	0	0	0	0	0	17	0	0	0	0
PrileiEVm022062t1	0	0	1	4	1	0	5	0	0	0	0	0	0	8	0	0	0	0
PrileiEVm022063t1	20	14	87	48	164	40	504	2	53	70	17	99	47	2249	39	5	72	13
PrileiEVm022067t1	0	0	2	1	1	0	15	0	0	0	1	8	3	22	1	0	1	0
PrileiEVm022069t1	2	10	11	7	15	4	85	1	4	2	1	44	11	196	10	1	9	1
PrileiEVm022070t1	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0
PrileiEVm022071t1	0	0	0	0	0	0	7	0	0	0	0	0	1	4	0	0	0	0
PrileiEVm022072t1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PrileiEVm022074t1	0	0	0	1	1	2	14	0	2	0	0	4	2	20	2	0	1	0
PrileiEVm022075t1	0	0	6	0	7	2	13	0	0	0	1	7	2	29	3	1	0	0
PrileiEVm022076t1	0	64	9	4	7	11	41	1	3	1	3	11	4	47	1	0	2	2
PrileiEVm022077t1	0	0	0	1	0	1	4	0	0	0	0	0	0	0	0	0	0	0
PrileiEVm022078t1	0	0	4	1	2	1	10	1	0	1	0	4	2	83	3	0	3	2
PrileiEVm022079t1	0	0	0	0	1	1	0	0	0	0	0	2	2	13	1	0	0	0
PrileiEVm022080t1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
PrileiEVm022081t1	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0
PrileiEVm022082t1	4	7	55	261	208	9	468	5	4	7	0	13	23	606	20	1	21	3
PrileiEVm022083t1	0	0	0	1	0	1	2	0	0	0	0	1	1	3	0	0	0	0
PrileiEVm022084t1	0	0	0	1	2	2	47	0	0	0	0	1	2	5	0	1	0	0
PrileiEVm022085t1	0	1	1	0	7	2	8	0	0	0	0	3	3	35	0	0	0	0
PrileiEVm022086t1	0	0	0	0	2	0	0	2	1	0	0	1	50	5	10	0	0	0
PrileiEVm022087t1	0	0	1	0	4	0	3	0	0	0	0	2	1	16	1	0	0	0
PrileiEVm022088t1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0
PrileiEVm022090t1	0	0	0	0	0	0	1	0	0	0	0	0	0	3	2	0	0	0
PrileiEVm022093t1	0	1	9	7	33	17	67	1	3	3	1	13	17	82	7	1	5	0
PrileiEVm022094t1	1	0	10	3	7	2	16	2	1	1	3	38	8	20	11	1	0	0
PrileiEVm022096t1	0	0	0	0	0	0	0	0	0	0	0	2	5	6	0	0	0	0
PrileiEVm022097t1	0	0	0	0	0	1	9	1	1	0	0	2	1	12	0	0	0	0
PrileiEVm022098t1	0	2	11	4	24	8	66	0	4	1	2	10	10	58	7	0	5	0
PrileiEVm022099t1	3	1	11	2	15	8	308	1	5	1	0	11	28	38	25	0	2	1
PrileiEVm022100t1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0
PrileiEVm022101t1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
PrileiEVm022102t1	0	4	24	11	29	6	46	0	3	2	1	18	11	258	10	0	14	0
PrileiEVm022103t1	0	0	3	6	0	2	20	0	1	0	0	1	0	18	4	0	0	0
PrileiEVm022104t1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
PrileiEVm022105t1	0	0	4	2	6	3	17	0	0	1	1	3	8	34	6	0	0	0
PrileiEVm022107t1	0	1	9	15	32	12	76	0	2	1	4	16	8	176	7	0	9	0
PrileiEVm022108t1	0	0	0	0	2	94	2	0	0	0	0	1	5	7	2	0	2	0
PrileiEVm022109t1	0	0	0	1	1	0	3	0	0	0	1	1	0	5	0	0	0	0
PrileiEVm022110t1	0	1	3	4	6	7	10	0	0	1	0	13	0	22	3	0	0	0
PrileiEVm022111t1	0	0	1	0	0	0	0	0	0	0	0	0	1	6	1	0	0	0
PrileiEVm022112t1	0	0	0	0	0	1	1	0	0	0	0	1	0	6	1	0	0	0
PrileiEVm022113t1	0	0	0	4	3	2	11	0	1	0	0	5	2	23	1	1	2	0
PrileiEVm022114t1	1	0	3	2	0	2	17	1	8	1	0	2	4	19	7	0	3	0
PrileiEVm022115t1	0	0	0	0	23	1	1	0	0	0	0	0	1	2	1	2	1	1
PrileiEVm022116t1	0	0	3	0	0	0	0	0	0	0	0	0	1	6	1	0	1	0
PrileiEVm022117t1	0	1	0	0	1	1	2	0	0	0	0	1	2	8	1	0	0	0
PrileiEVm022118t1	0	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	0	0
PrileiEVm022119t1	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0
PrileiEVm022121t1	0	0	0	0	0	0	1	0	0	0	0	0	0	19	0	0	0	0
PrileiEVm022122t1	0	0	1	1	2	0	8	0	0	1	1	3	0	11	2	0	0	0
PrileiEVm022123t1	0	0	0	0	2	0	0	0	2	0	0	0	21	4	9	0	0	0
PrileiEVm022124t1	0	0	0	0	0	2	3	0	1	0	0	0	0	3	0	0	0	0
PrileiEVm022125t1	0	2	17	4	20	3	81	1	0	6	0	6	3	109	10	1	2	7
PrileiEVm022127t1	0	0	0	0	0	0	1	0	0	0	1	2	1	0	0	0	0	0
PrileiEVm022128t1	0	0	1	3	3	1	12	0	1	0	1	7	3	25	0	0	3	0
PrileiEVm022129t1	0	0	0	0	2	0	5	0	0	0	0	1	2	12	0	0	0	0
PrileiEVm022132t1	1	1	0	1	6	0	2	0	0	0	0	0	2	20	0	0	1	0
PrileiEVm022135t1	5	7	47	26	74	15	204	3	25	14	6	47	35	980	21	3	25	5
PrileiEVm022136t1	1	15	11	6	22	9	80	0	2	5	5	44	13	293	6	1	12	3
PrileiEVm022137t1	0	0	1	0	13	1	0	0	1	0	0	1	4	11	0	0	0	0
PrileiEVm022138t1	0	0	0	0	1	0	4	0	0	0	0	0	1	1	0	0	0	0
PrileiEVm022139t1	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
PrileiEVm022140t1	0	0	2	0	9	0	3	0	1	1	0	0	2	1	18	0	1	0
PrileiEVm022141t1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0
PrileiEVm022143t1	1	0	1	1	3	0	0	0	0	0	0	1	5	27	1	0	1	0
PrileiEVm022144t1	0	0	7	3	2	0	7	0	1	1	2	29	17	15	5	1	1	0
PrileiEVm022146t1	0	0	0	0	0	0	35	0	2	0	0	1	1	4	0	0	0	0
PrileiEVm022147t1	0	1	3	4	7	2	24	0	1	1	0	2	2	92	2	0	0	0
PrileiEVm022148t1	0	0	0	0	0	0	2	0	0	0	0	0	43	0	0	0	0	0
PrileiEVm022150t1	0	0	0	0	0	0	13	0	0	0	0	1	0	2	0	0	0	0
PrileiEVm022152t1	0	0	1	0	1	0	8	0	0	0	0	0	1	11	0	0	0	0
PrileiEVm022154t1	0	0	0	0	2	1	1	0	0	1	0	2	0	15	0	0	0	0
PrileiEVm022155t1	0	0	0	0	1	0	1	0	27	0	0	1	1	4	0	0	0	0
PrileiEVm022157t1	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0
PrileiEVm022159t1	0	0	0	0	46	0	3	0	0	0	0	0	0	5	0	0	2	0
PrileiEVm022160t1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	2	0	0	0
PrileiEVm022161t1	0	1	2	1	1	1	4	0	0	0	0	4	5	14	2	0	0	0
PrileiEVm022162t1	1	0	10	0	32	1	15	0	0	1	0	2	6	26	8	1	2	2
PrileiEVm022163t1	0	0	0	0	0	5	5	0	31	0	0	3	1	27	0	0	0	0
PrileiEVm022164t1	0	0	3	14	12	3	362	1	0	0	1	4	4	21	3	0	2	1
PrileiEVm022166t1	0	0	0	0	0	1	0	0	2	0	0	52	0	1	1	0	0	0
PrileiEVm022167t1	0	0	2	0	8	2	2	2	1	0	0	8	169	11	22	0	6	0
PrileiEVm022168t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PrileiEVm022169t1	0	0	0	0	20	1	1	0	0	0	0	5	1	5	2	0	2	0
PrileiEVm022170t1	0	0	0	2	4	1	1	0	0	0	0	4	0	14	1	0	2	0
PrileiEVm022171t1	0	0	0	2	1	2	3	0	1	0	0	2	0	3	2	0	0	0
PrileiEVm022172t1	0	0	2	0	0	1	4	0	0	0	1	1	0	8	2	0	0	0
PrileiEVm022173t1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
PrileiEVm022176t1	4	5	22	14	41	9	88	1	11	3	4	37	17	490	13	0	8	5
PrileiEVm022177t1	0	0	2	0	1	0	1	1	0	0	0	0	0	8	0	0	0	0
PrileiEVm022179t1	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0
PrileiEVm022180t1	0	0	0	0	1	1	1	0	0	0	0	6	1	6	1	0	0	0
PrileiEVm022181t1	0	0	1	198	2	3	6	0	3	0	0	9	1	7	5	0	0	1
PrileiEVm022182t1	0	1	5	5	0	1	14	0	0	0	0	4	1	34	2	0	1	0
PrileiEVm022183t1	1	0	4	4	8	0	16	0	0	2	0	13	7	69	5	1	5	1
PrileiEVm022184t1	0	0	5	6	5	1	3	0	0	1	0	4	0	17	1	0	0	0
PrileiEVm022185t1	0	0	1	1	1	0	11	0	0	0	0	2	2	5	3	0	0	0
PrileiEVm022186t1	0	0	0	0	0	2	5	0	0	0	0	8	1	7	0	0	0	0
PrileiEVm022187t1	0	0	0	1	3	0	0	0	3	0	0	1	0	4	0	0	0	0
PrileiEVm022188t1	1	0	5	3	10	4	14	0	3	0	1	3	5	37	3	0	1	2
PrileiEVm022189t1	0	1	0	1	3	3	6	0	0	1	0	15	7	19	3	0	0	0
PrileiEVm022190t1	1	0	4	6	11	4	17	2	3	1	0	44	72	56	12	0	4	0
PrileiEVm022192t1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
PrileiEVm022193t1	0	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	0	0
PrileiEVm022197t1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PrileiEVm022198t1	0	0	8	2	3	3	24	0	1	0	0	5	6	34	2	0	2	0
PrileiEVm022205t1	0	0	2	4	7	2	6	0	0	0	0	11	1	15	1	0	0	0
PrileiEVm022209t1	2	0	0	0	0	0	6	0	0	0	0	0	0	2	9	0	0	0
PrileiEVm022210t1	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0
PrileiEVm022212t1	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0
PrileiEVm022215t1	0	0	2	1	2	1	0	0	0	4	0	1	1	4	0	0	0	0
PrileiEVm022216t1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
PrileiEVm022217t1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
PrileiEVm022218t1	0	0	0	0	0	1	0	0	0	0	0	0	0	4	1	0	0	0
PrileiEVm022219t1	0	0	1	0	3	0	14	0	1	0	0	3	0	11	1	0	0	0
PrileiEVm022220t1	0	0	0	0	1	25	0	0	0	1	0	1	0	0	0	0	0	0
PrileiEVm022224t1	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0
PrileiEVm022225t1	0	0	0	1	0	1	2	0	0	0	0	0	0	1	0	0	0	0
PrileiEVm022227t1	2	0	0	0	0	0	26	0	0	0	0	2	1	3	1	0	0	0
PrileiEVm022228t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PrileiEVm022229t1	0	0	0	11	0	0	1	0	0	0	0	1	0	2	0	0	0	0
PrileiEVm022230t1	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0
PrileiEVm022231t1	0	0	1	1	6	1	2	0	0	0	1	8	7	10	3	0	0	0
PrileiEVm022234t1	0	0	0	0	0	0	1	0	0	0	0	0	24	2	0	0	0	0
PrileiEVm022235t1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
PrileiEVm022236t1	0	0	1	1	6	1	16	0	1	0	0	0	0	62	1	0	2	0
PrileiEVm022237t1	0	0	1	2	3	1	26	0	2	0	0	4	10	19	15	0	2	0
PrileiEVm022238t1	3	16	75	53	131	46	350	1	30	25	8	218	95	831	67	30	36	5
PrileiEVm022239t1	0	1	3	1	4	1	2	0	1	0	1	2	1	2	0	0	1	0
PrileiEVm022240t1	0	0	0	0	1	0	5	4	0	0	0	0	0	2	0	0	0	0
PrileiEVm022241t1	0	0	1	1	0	0	0	0	0	0	0	2	0	14	0	0	0	0
PrileiEVm022242t1	0	0	1	3	2	1	0	0	0	0	0	2	29	2	0	0	1	0
PrileiEVm022243t1	3	0	13	0	37	0	52	0	0	2	0	1	1	41	8	0	0	0
PrileiEVm022244t1	0	0	2	2	1	1	4	0	0	1	0	1	0	13	0	0	0	0
PrileiEVm022245t1	0	0	223	3	4	1	2	0	0	0	0	2	6	17	2	0	0	0
PrileiEVm022246t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PrileiEVm022247t1	0	0	0	1	0	0	1	0	0	0	0	0	0	5	0	0	1	0
PrileiEVm022248t1	0	0	3	0	0	0	1	0	0	0	0	1	0	2	0	0	1	0
PrileiEVm022249t1	0	0	1	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0
PrileiEVm022250t1	1	0	4	2	4	0	552	0	1	0	1	6	2	13	1	0	0	0
PrileiEVm022251t1	0	0	0	2	1	0	4	0	0	0	0	2	0	3	3	0	0	0
PrileiEVm022252t1	0	0	0	0	2	1	0	0	2	0	0	0	1	2	1	0	0	1
PrileiEVm022253t1	0	0	2	2	4	0	1	0	0	0	0	3	4	7	0	0	0	0
PrileiEVm022254t1	0	0	0	2	1	0	3	0	0	0	0	3	1	18	0	0	1	1
PrileiEVm022255t1	0	0	0	4	3	0	9	0	1	0	1	7	3	12	2	1	0	0
PrileiEVm022256t1	0	0	0	0	0	0	0	0	1	1	1	4	4	8	0	0	0	0
PrileiEVm022257t1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PrileiEVm022258t1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0
PrileiEVm022259t1	1	1	12	13	52	27	41	0	68	1	2	34	31	117	19	1	2	0
PrileiEVm022261t1	2	2	16	9	15	12	29	2	2	0	2	14	9	115	11	0	1	0
PrileiEVm022262t1	0	0	4	0	1	0	7	0	0	0	0	1	3	7	1	1	0	1
PrileiEVm022263t1	0	0	0	0	7	0	9	0	0	0	0	0	2	11	0	0	3	0
PrileiEVm022264t1	0	0	7	7	10	6	19	1	3	0	1	8	14	39	3	0	2	1
PrileiEVm022265t1	0	0	1	0	1	1	3	0	0	1	0	0	0	4	0	0	0	0
PrileiEVm022266t1	0	0	0	0	1	1	1	0	0	0	0	4	2	2	2	0	0	0
PrileiEVm022267t1	0	0	1	0	2	0	2	0	1	0	0	1	2	3	0	0	0	0
PrileiEVm022268t1	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0
PrileiEVm022270t1	0	0	1	1	1	0	6	0	1	0	0	0	1	13	0	0	0	0
PrileiEVm022271t1	0	0	0	0	1	0	1	0	0	0	0	2	0	3	2	0	1	0
PrileiEVm022272t1	0	0	0	2	4	0	3	1	0	0	0	5	0	2	0	0	0	0
PrileiEVm022273t1	0	0	0	2	47	2	28	0	0	0	0	2	0	4	1	0	3	0
PrileiEVm022274t1	0	0	1	0	1	0	3	0	0	0	0	2	0	6	1	0	2	0
PrileiEVm022275t1	1	0	6	4	25	2	22	0	0	0	2	8	1	33	4	0	0	0
PrileiEVm022276t1	0	0	0	3	5	1	1	0	0	0	0	0	0	11	0	0	1	0
PrileiEVm022277t1	0	0	1	1	1	0	2	0	0	0	0	0	2	6	0	0	0	1
PrileiEVm022278t1	0	0	3	2	2	1	13	0	0	0	0	5	0	23	2	0	1	0
PrileiEVm022280t1	1	0	1	0	2	0	60	0	0	0	1	2	0	9	46	0	0	0
PrileiEVm022281t1	1	0	0	0	1	0	1	0	1	0	0	3	0	11	2	0	1	0
PrileiEVm022282t1	0	0	0	0	2	0	1	0	0	0	0	0	0	21	0	0	0	0
PrileiEVm022283t1	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0
PrileiEVm022284t1	0	0	1	0	4	2	7	0	1	0	0	4	1	12	6	0	0	0
PrileiEVm022285t1	1	0	2	0	14	3	3	0	0	0	0	4	2	29	0	1	0	1
PrileiEVm022286t1	0	1	4	0	5	1	13	0	2	0	0	5	2	17	2	1	1	0
PrileiEVm022287t1	0	1	2	1	5	0	12	0	0	3	0	6	2	20	4	0	0	1
PrileiEVm022289t1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
PrileiEVm022291t1	0	0	0	1	3	0	0	0	0	1	0	0	2	1	0	0	0	0
PrileiEVm022294t1	0	0	0	1	1	0	14	0	0	0	0	1	2	10	1	0	1	0
PrileiEVm022296t1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PrileiEVm022297t1	2	0	3	1	11	3	15	0	0	0	0	3	3	36	4	0	3	0
PrileiEVm022299t1	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0
PrileiEVm022301t1	0	1	0	0	2	4	5	0	0	0	0	4	1	8	2	0	0	0
PrileiEVm022302t1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
PrileiEVm022303t1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0
PrileiEVm022306t1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PrileiEVm022309t1	0	0	1	0	0	0	1	0	0	0	0	7	2	0	1	0	1	0
PrileiEVm022311t1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
PrileiEVm022312t1	0	1	1	1	8	14	9	2	1	0	0	7	8	14	3	2	1	0
PrileiEVm022313t1	0	0	0	2	0	0	1	0	0	0	0	0	1	7	0	0	0	0
PrileiEVm022314t1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
PrileiEVm022316t1	0	0	1	1	1	2	3	0	0	1	1	6	1	6	1	0	1	0
PrileiEVm022317t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PrileiEVm022319t1	0	0	0	12	0	0	2	0	0	0	0	3	3	3	0	0	0	1
PrileiEVm022320t1	0	1	1	0	1	0	4	0	0	0	0	1	1	3	1	0	1	0
PrileiEVm022321t1	1	1	3	0	3	2	8	0	0	0	0	2	2	51	0	1	1	1
PrileiEVm022323t1	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	1	0
PrileiEVm022324t1	0	0	0	0	3	0	2	0	1	0	0	0	0	1	1	0	0	0
PrileiEVm022325t1	0	0	0	2	4	1	1	0	0	0	0	0	0	6	0	0	0	0
PrileiEVm022326t1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
PrileiEVm022327t1	0	1	1	0	2	3	6	0	0	0	1	0	3	40	0	0	1	0
PrileiEVm022328t1	0	0	0	0	2	0	3	0	0	0	0	0	1	8	0	1	1	0
PrileiEVm022329t1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
PrileiEVm022331t1	0	0	1	11	0	0	1	2	0	0	0	3	0	1	0	0	0	0
PrileiEVm022332t1	0	0	0	3	2	1	9	0	1	0	0	5	1	19	0	0	0	0
PrileiEVm022333t1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PrileiEVm022335t1	0	1	0	2	0	1	29	0	0	0	0	1	1	4	0	0	0	0
PrileiEVm022336t1	0	0	1	0	0	1	0	0	0	0	0	0	0	2	1	0	1	0
PrileiEVm022337t1	0	0	0	2	0	1	5	0	0	0	0	0	0	3	0	0	0	0
PrileiEVm022339t1	0	0	17	0	1	0	2	0	0	0	0	2	0	11	0	0	0	0
PrileiEVm022340t1	0	0	0	0	0	0	1	0	0	0	0	0	20	1	9	0	0	0
PrileiEVm022341t1	0	1	0	0	1	1	30	0	0	0	0	0	0	9	5	0	0	0
PrileiEVm022342t1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
PrileiEVm022343t1	0	0	0	1	1	0	1	0	1	0	0	0	1	2	0	0	0	0
PrileiEVm022344t1	0	0	1	0	5	1	1	0	0	0	0	1	2	2	0	0	0	0
PrileiEVm022345t1	0	0	0	1	1	1	5	0	0	0	0	4	1	11	3	0	0	0
PrileiEVm022346t1	0	0	5	4	5	1	18	0	0	2	0	6	6	39	4	0	0	2
PrileiEVm022347t1	3	9	20	13	27	26	157	3	11	3	3	7	24	259	18	1	7	1
PrileiEVm022348t1	0	0	1	0	2	0	2	0	0	0	0	4	3	11	0	0	0	0
PrileiEVm022349t1	0	0	0	0	3	0	1	0	0	1	0	0	0	2	0	0	0	1
PrileiEVm022350t1	0	1	0	0	1	1	0	0	0	0	0	0	1	7	1	0	0	0
PrileiEVm022352t1	0	0	1	0	2	0	13	0	0	0	0	0	0	7	0	0	0	0
PrileiEVm022354t1	0	0	1	0	0	0	2	0	1	0	0	5	0	0	0	0	0	0
PrileiEVm022355t1	0	0	0	0	7	0	3	0	0	0	0	44	1	1	1	0	1	0
PrileiEVm022357t1	0	0	0	1	1	0	1	0	0	0	0	0	0	2	0	0	0	0
PrileiEVm022358t1	0	0	23	4	8	5	25	1	3	3	3	5	6	28	3	0	0	1
PrileiEVm022359t1	0	0	0	0	3	0	4	0	0	1	0	0	1	11	0	0	2	0
PrileiEVm022360t1	0	0	0	0	3	0	2	0	0	0	0	1	1	1	1	0	0	0
PrileiEVm022361t1	0	0	3	2	3	10	11	0	1	0	0	1	2	11	2	0	0	1
PrileiEVm022362t1	0	0	3	0	9	0	4	0	0	0	0	1	0	4	0	0	0	0
PrileiEVm022363t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0
PrileiEVm022365t1	0	0	2	2	3	0	22	0	1	1	2	18	5	14	0	0	0	0
PrileiEVm022366t1	0	0	0	1	0	0	6	0	0	0	0	0	0	1	0	0	0	0
PrileiEVm022367t1	0	0	0	0	2	0	0	0	0	0	0	1	3	2	5	0	1	0
PrileiEVm022371t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PrileiEVm022373t1	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0
PrileiEVm022375t1	2	0	7	14	7	1	22	0	1	2	1	23	4	27	3	0	0	0
PrileiEVm022376t1	0	1	0	1	0	1	2	0	0	0	0	3	1	7	0	0	0	0
PrileiEVm022377t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PrileiEVm022380t1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PrileiEVm022381t1	0	0	0	1	1	0	2	0	0	0	0	1	2	7	0	0	0	0
PrileiEVm022382t1	0	0	0	0	0	0	2	0	1	0	0	45	1	4	0	0	1	0
PrileiEVm022383t1	0	0	5	5	7	6	16	0	1	0	0	13	8	69	2	0	0	1
PrileiEVm022384t1	0	0	0	2	2	0	0	0	0	0	0	0	1	5	1	0	1	0
PrileiEVm022386t1	0	0	0	0	0	0	1	0	0	0	0	0	0	3	7	0	0	0
PrileiEVm022387t1	0	0	2	0	64	0	1	0	1	1	0	1	0	5	1	1	1	0
PrileiEVm022388t1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
PrileiEVm022389t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PrileiEVm022390t1	0	4	3	5	12	2	33	0	2	1	1	17	4	63	4	3	3	2
PrileiEVm022391t1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
PrileiEVm022392t1	0	0	0	0	2	1	0	0	0	1	0	3	0	0	0	0	0	0
PrileiEVm022393t1	0	0	5	0	3	0	2	0	1	0	0	14	1	9	3	1	0	0
PrileiEVm022395t1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	2	0	0	0
PrileiEVm022396t1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	35	0
PrileiEVm022397t1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
PrileiEVm022398t1	3	0	10	13	6	3	19	0	3	1	3	9	15	82	2	0	4	1
PrileiEVm022399t1	0	0	2	0	5	1	5	0	0	2	0	1	4	8	0	0	0	1
PrileiEVm022401t1	0	0	0	0	3	7	3	0	1	0	0	1	0	2	0	0	0	0
PrileiEVm022402t1	0	0	0	0	0	0	1	0	1	0	0	0	10	2	0	0	0	0
PrileiEVm022405t1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
PrileiEVm022407t1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PrileiEVm022408t1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0
PrileiEVm022409t1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	3	0	0	0
PrileiEVm022410t1	0	1	0	1	0	0	2	0	1	0	0	1	12	5	0	0	1	0
PrileiEVm022411t1	0	0	1	0	2	2	3	0	0	0	0	5	11	0	0	0	1	0
PrileiEVm022412t1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
PrileiEVm022413t1	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0
PrileiEVm022414t1	0	0	2	1	182	2	2	0	0	0	0	6	5	10	2	0	1	0
PrileiEVm022415t1	0	0	0	0	1	0	9	0	0	0	0	12	1	9	0	0	0	0
PrileiEVm022416t1	0	1	1	0	3	0	3	0	0	0	0	0	1	16	0	0	0	0
