	arginase+ cells	carbohydrate metabolic cells	chaetal sacs	eleocytes	epidermis	globin+ cells	gut	ldlrr+ cells	lipoxygenase+ cells	lumbrokinase+ cells	metanephridia	muscle	neurons	piwi+ cells	polycystin cells	secretory	unnanotated	vigilin+ cells
PrileiEVm010130t1	0	0	6	0	2	1	3	0	0	0	0	3	4	3	53	0	1	0
PrileiEVm010131t1	0	0	1	1	19	2	31	1	0	1	0	4	2	30	6	2	0	3
PrileiEVm010132t1	2	4	5	12	36	29	3137	0	1	6	1	32	25	36	15	6	6	9
PrileiEVm010133t1	0	0	1	1	2	0	1	0	1	0	0	0	10	4	2	0	0	0
PrileiEVm010134t1	2	0	25	13	59	2	44	2	2	0	1	5	8	40	9	0	2	10
PrileiEVm010135t1	0	1	1	0	7	0	8	9	0	1	0	10	12	2	1	2	0	0
PrileiEVm010136t1	0	0	1	1	3	1	49	0	0	2	0	4	2	32	0	0	2	0
PrileiEVm010137t1	4	8	34	31	160	41	209	3	11	15	4	88	58	457	41	11	17	29
PrileiEVm010138t1	4	2	1	26	47	33	36	0	2	2	1	6	4	52	6	0	0	5
PrileiEVm010139t1	1	1	0	0	7	33	10	0	1	0	0	10	2	7	1	0	0	1
PrileiEVm010140t1	0	0	1	1	4	1	0	0	2	0	0	1	15	4	2	4	1	0
PrileiEVm010141t1	3	0	2	2	22	3	83	0	1	0	0	5	11	22	14	1	2	2
PrileiEVm010142t1	0	0	1	0	4	2	3	0	0	1	0	10	16	7	1	1	0	0
PrileiEVm010143t1	0	3	12	11	36	4	48	1	4	3	2	10	14	95	6	1	1	5
PrileiEVm010144t1	2	0	3	7	37	10	29	9	0	1	0	19	27	63	14	0	7	6
PrileiEVm010145t1	0	2	1	5	6	18	14	0	1	0	0	13	8	23	3	1	1	0
PrileiEVm010146t1	0	0	0	1	0	2	3	0	1	0	0	6	15	8	1	0	0	0
PrileiEVm010147t1	1	1	3	3	44	8	25	0	3	0	0	14	10	165	10	0	7	0
PrileiEVm010148t1	0	1	7	7	66	13	32	0	3	1	0	8	10	80	15	2	3	4
PrileiEVm010149t1	0	0	1	2	15	2	4	0	2	1	0	10	7	44	2	0	2	2
PrileiEVm010150t1	4	3	9	7	168	26	150	1	6	6	2	26	14	81	27	4	9	3
PrileiEVm010151t1	2	6	16	32	81	11	83	1	5	1	0	59	43	101	18	2	4	3
PrileiEVm010152t1	2	0	28	13	22	18	6	2	3	0	3	56	67	26	38	2	4	10
PrileiEVm010154t1	0	0	2	1	5	1	4	0	0	0	0	7	1	2	12	0	0	0
PrileiEVm010155t1	0	0	0	4	8	2	6	0	0	194	0	4	3	3	0	4	0	1
PrileiEVm010156t1	2	8	3	14	11	35	245	0	0	1	3	8	14	120	4	2	2	9
PrileiEVm010157t1	0	1	6	1	41	6	15	0	2	3	2	11	10	33	1	0	3	2
PrileiEVm010158t1	1	2	13	10	32	6	46	1	7	7	2	26	10	119	10	2	3	23
PrileiEVm010159t1	1	0	2	2	5	158	18	0	1	1	1	2	1	4	0	0	0	1
PrileiEVm010160t1	0	0	15	8	16	14	62	1	0	0	0	1	7	42	2	1	6	11
PrileiEVm010161t1	0	5	8	4	24	6	21	0	0	0	1	15	9	38	124	2	1	0
PrileiEVm010163t1	0	1	1	3	8	2	11	0	1	2	0	4	20	19	3	1170	1	2
PrileiEVm010164t1	1	2	4	2	44	2	26	2	1	2	1	12	8	107	6	68	5	3
PrileiEVm010165t1	0	0	0	0	10	2	64	0	1	1	0	2	0	1	2	0	0	0
PrileiEVm010166t1	0	0	0	43	1	0	49	0	0	0	0	3	2	18	0	0	0	2
PrileiEVm010167t1	2	2	17	35	82	28	47	2	1	3	1	26	16	73	12	4	4	1
PrileiEVm010168t1	0	2	3	2	56	1	11	0	0	1	2	4	2	75	9	2	1	3
PrileiEVm010169t1	0	0	0	2	7	1	0	0	0	0	0	1	3	7	1	0	0	0
PrileiEVm010170t1	1	0	8	4	33	3	13	1	2	0	0	16	18	53	6	0	2	10
PrileiEVm010171t1	0	0	5	2	3	2	0	0	0	0	0	1	4	36	4	0	0	0
PrileiEVm010172t1	0	0	3	3	15	6	21	2	1	0	2	8	11	24	6	3	2	1
PrileiEVm010173t1	2	1	0	5	8	0	63	0	1	1	0	7	1	12	24	1	2	1
PrileiEVm010174t1	1	1	8	5	110	18	56	7	2	2	1	18	20	54	17	0	5	4
PrileiEVm010175t1	2	1	3	12	31	8	70	0	3	1	0	38	16	74	6	2	4	1
PrileiEVm010176t1	1	0	22	22	29	16	89	5	3	5	7	58	33	84	11	3	5	6
PrileiEVm010177t1	0	0	0	25	5	0	8	0	0	3	0	3	2	5	11	1	1	1
PrileiEVm010178t1	1	2	1	20	41	22	17	0	0	1	1	13	8	28	4	0	0	1
PrileiEVm010179t1	4	1	6	21	39	15	59	2	14	2	0	41	26	45	14	3	2	16
PrileiEVm010180t1	1	0	1	1	8	1	8	0	0	1	0	8	31	7	3	0	0	1
PrileiEVm010181t1	0	0	0	0	10	7	1	0	1	0	0	1	1	2	1	0	0	0
PrileiEVm010182t1	1	4	3	5	13	2	16	0	0	0	0	5	7	31	2	0	2	0
PrileiEVm010183t1	0	0	0	0	2	0	5	0	0	0	0	3	2	2	0	0	1	0
PrileiEVm010184t1	0	0	1	0	6	149	7	0	0	0	0	5	2	8	3	3	0	5
PrileiEVm010185t1	0	0	41	2	3	0	76	0	0	0	0	3	2	6	1	0	0	61
PrileiEVm010186t1	0	1	4	3	14	6	16	0	2	1	0	3	6	123	6	0	4	3
PrileiEVm010187t1	0	1	3	3	42	9	22	0	4	0	0	9	9	66	8	1	1	1
PrileiEVm010188t1	5	0	3	3	11	299	52	1	2	1	0	4	3	11	4	0	0	0
PrileiEVm010189t1	2	2	5	9	65	3	18	0	4	4	0	15	5	28	4	2	4	4
PrileiEVm010190t1	0	0	0	1	39	19	29	0	1	1	0	1	3	8	1	0	0	3
PrileiEVm010191t1	1	0	1	2	4	0	40	0	0	0	0	5	1	15	10	0	0	1
PrileiEVm010192t1	3	1	0	5	8	4	66	0	2	2	1	1	11	17	2	1	2	10
PrileiEVm010193t1	1	3	4	7	29	8	26	0	5	1	0	24	15	83	13	1	2	3
PrileiEVm010194t1	3	26	14	12	65	23	108	1	2	10	15	137	32	239	10	5	16	17
PrileiEVm010195t1	0	0	0	16	71	1	52	0	0	0	0	2	1	2	3	1	0	1
PrileiEVm010196t1	3	1	8	20	58	19	21	2	5	0	1	62	46	112	15	0	5	1
PrileiEVm010197t1	0	0	0	1	5	1	24	0	0	1	0	1	1	2	1	0	1	0
PrileiEVm010198t1	0	0	0	0	1	2	1	1	0	0	0	2	3	2	1	0	0	1
PrileiEVm010199t1	4	1	2	0	7	2	50	0	1	0	0	8	1	8	25	0	1	0
PrileiEVm010200t1	0	0	1	0	3	0	0	0	0	0	0	0	1	1	0	0	0	1
PrileiEVm010201t1	0	0	0	2	2	1	33	0	0	0	0	0	3	6	7	3	0	0
PrileiEVm010202t1	0	1	9	33	144	18	224	0	1	2	1	14	57	43	30	3	1	6
PrileiEVm010203t1	0	1	5	9	94	19	62	1	5	1	0	29	24	86	33	5	10	3
PrileiEVm010204t1	1	1	0	2	3	1	0	0	1	0	0	138	1	13	1	0	0	0
PrileiEVm010205t1	4	10	17	16	125	71	155	0	16	6	43	190	30	65	30	4	5	20
PrileiEVm010206t1	0	0	0	1	6	0	3	0	0	0	1	2	28	2	2	0	0	0
PrileiEVm010207t1	3	0	8	11	29	20	53	1	5	2	0	20	22	61	15	0	22	6
PrileiEVm010208t1	6	0	4	5	26	32	36	1	5	4	10	42	14	118	16	2	4	7
PrileiEVm010209t1	0	0	3	0	14	3	42	0	0	0	0	6	1	7	6	0	0	4
PrileiEVm010210t1	2	0	3	4	26	4	46	0	1	0	0	8	14	102	26	1	5	4
PrileiEVm010211t1	7	14	15	43	285	98	345	2	12	29	5	130	122	167	48	26	19	20901
PrileiEVm010212t1	5	3	14	19	105	35	89	2	8	5	4	34	37	403	23	2	11	15
PrileiEVm010213t1	0	0	0	0	3	66	1	0	0	0	0	1	1	8	0	1	0	1
PrileiEVm010214t1	0	0	0	0	2	1	5	0	0	0	0	6	18	6	0	0	2	0
PrileiEVm010215t1	0	2	0	1	7	5	71	0	0	0	1	5	5	49	29	1	1	4
PrileiEVm010216t1	6	9	26	59	224	66	177	11	44	22	2	143	118	529	50	5	23	15
PrileiEVm010217t1	0	8	3	252	15	5	508	3	2	9	2	28	14	31	7	2	3	1
PrileiEVm010218t1	3	4	10	18	65	14	88	1	9	4	2	55	25	143	22	6	9	10
PrileiEVm010219t1	0	0	8	6	2	0	0	0	0	0	0	0	0	1	0	1	0	0
PrileiEVm010220t1	0	0	0	0	9	2	8	0	2	1	0	57	14	5	2	0	1	1
PrileiEVm010221t1	0	0	0	0	3	1	0	1	0	0	0	1	26	2	1	0	0	0
PrileiEVm010222t1	2	3	23	4	17	10	59	1	445	1	0	212	6	142	2	15	4	34
PrileiEVm010223t1	1	0	0	0	15	150	12	1	160	0	1	17	7	15	6	0	1	0
PrileiEVm010224t1	1	0	7	1	74	2	4	0	0	0	1	2	0	4	3	0	0	0
PrileiEVm010225t1	3	2	11	13	93	24	67	2	9	3	1	40	31	287	17	1	12	5
PrileiEVm010226t1	2	0	0	19	2	1	2	0	0	0	0	1	0	3	2	0	0	1
PrileiEVm010227t1	0	0	2	9	16	0	7	0	1	0	0	5	6	8	14	0	0	0
PrileiEVm010228t1	1	3	2	8	19	11	23	1	3	5	1	41	20	39	14	1	1	8
PrileiEVm010229t1	0	0	3	2	2	1	2	0	0	0	0	0	2	5	46	0	1	0
PrileiEVm010230t1	1	1	1	0	15	1	11	0	0	1	0	1	0	8	0	0	0	0
PrileiEVm010231t1	0	0	0	1	3	0	3	0	1	0	0	2	25	5	6	0	1	0
PrileiEVm010232t1	0	0	0	0	8	3	8	1	0	0	0	9	7	15	127	0	0	2
PrileiEVm010233t1	0	0	4	5	19	76	113	3	9	1	1	47	25	29	5	0	4	10
PrileiEVm010234t1	2	4	10	4	41	13	75	1	3	4	2	101	46	77	22	4	5	13
PrileiEVm010235t1	0	1	8	6	67	24	81	0	3	4	0	19	14	54	8	1	0	5
PrileiEVm010236t1	1	2	3	2	5	3	39	0	1	1	0	7	5	26	3	1	0	1
PrileiEVm010237t1	1	1	5	0	4	1	13	0	0	1	0	4	5	18	6	8	1	1
PrileiEVm010238t1	1	0	1	1	15	2	38	1	0	0	0	4	5	20	23	0	0	0
PrileiEVm010239t1	0	1	4	8	21	6	26	0	2	1	0	17	17	18	9	2	1	2
PrileiEVm010240t1	0	0	0	0	3	3	2	3	0	0	0	2	22	5	1	0	0	2
PrileiEVm010241t1	0	2	7	12	53	9	47	2	0	3	0	7	9	57	18	2	3	9
PrileiEVm010242t1	3	0	15	14	171	41	108	1	7	9	3	44	43	343	70	6	8	18
PrileiEVm010243t1	2	3	5	1	27	3	32	1	1	2	0	39	12	46	8	0	4	1
PrileiEVm010244t1	0	3	0	0	7	1	2	0	0	0	0	2	2	0	50	0	0	0
PrileiEVm010245t1	0	0	1	0	10	1	12	0	2	299	0	3	3	7	1	0	0	2
PrileiEVm010246t1	0	1	0	0	33	1	1	0	0	0	0	0	0	21	0	0	1	0
PrileiEVm010247t1	0	0	0	1	2	1	2	0	4	0	0	72	1	4	0	0	0	0
PrileiEVm010248t1	0	0	3	3	22	12	13	0	0	4	0	7	2	175	8	0	5	4
PrileiEVm010249t1	0	0	0	3	1	0	13	0	0	0	1	0	0	6	0	0	0	0
PrileiEVm010250t1	2	0	0	1	167	89	30	0	0	0	0	5	4	16	3	1	3	4
PrileiEVm010251t1	0	0	4	1	6	2	13	0	0	1	0	3	6	36	1	0	1	1
PrileiEVm010252t1	0	1	0	1	5	0	3	0	2	0	0	2	16	16	24	0	0	0
PrileiEVm010253t1	0	0	0	1	2	0	3	0	0	0	0	1	4	4	0	0	0	0
PrileiEVm010254t1	0	0	1	3	2	3	1	0	2	0	0	51	19	2	1	0	1	0
PrileiEVm010255t1	0	1	235	232	379	4	10	1	4	2	0	11	6	75	9	2	6	3
PrileiEVm010256t1	2	5	6	19	53	20	84	1	6	4	4	30	30	346	26	4	6	1
PrileiEVm010257t1	0	0	1	1	5	4	6	0	1	0	0	7	32	5	1	0	1	1
PrileiEVm010258t1	1	1	2	0	272	3	6	1	1	1	0	9	4	32	10	1	12	1
PrileiEVm010259t1	0	0	3	0	5	0	3	0	0	0	0	0	15	6	1	0	2	0
PrileiEVm010260t1	0	0	2	3	17	2	1	0	0	0	1	4	1	5	2	0	2	0
PrileiEVm010261t1	0	0	0	5	8	6	22	1	0	0	0	8	0	12	8	0	1	1
PrileiEVm010262t1	0	1	0	7	2	3	3	0	0	0	0	1	0	7	3	2	0	0
PrileiEVm010263t1	3	2	18	31	112	24	68	1	5	2	1	48	98	157	34	4	8	5
PrileiEVm010264t1	4	4	12	57	50	108	69	8	22	3	3	196	44	139	26	11	12	8
PrileiEVm010265t1	0	0	6	4	161	15	81	7	7	0	1	87	93	118	8	12	4	15
PrileiEVm010266t1	0	2	1	4	13	7	32	0	0	337	1	5	3	8	1	1	1	4
PrileiEVm010267t1	0	0	0	2	11	4	13	0	2	1	0	4	3	66	3	1	2	2
PrileiEVm010268t1	0	4	0	0	1	0	11	0	0	1	0	0	0	19	0	0	0	0
PrileiEVm010269t1	4	1	25	78	170	3	169	0	1	7	0	7	5	60	6	3	2	2
PrileiEVm010270t1	1	0	30	11	33	13	93	1	14	26	0	5	7	102	9	4	6	14
PrileiEVm010271t1	0	0	0	0	5	0	0	0	1	0	0	11	0	2	2	0	0	1
PrileiEVm010272t1	3	3	20	18	105	12	62	1	4	1	0	36	16	69	12	0	4	1
PrileiEVm010273t1	0	0	0	0	4	0	5	0	1	0	0	21	6	5	2	0	1	1
PrileiEVm010274t1	2	2	5	5	19	5	24	0	2	2	2	21	16	102	5	1	4	3
PrileiEVm010275t1	0	0	2	0	3	32	4	0	2	0	1	7	68	4	8	1	2	0
PrileiEVm010276t1	1	1	18	24	68	37	86	1	8	3	3	93	54	118	20	4	7	12
PrileiEVm010277t1	0	0	3	4	9	10	19	1	7	0	0	20	19	51	12	1	2	5
PrileiEVm010278t1	0	1	5	7	52	30	85	0	0	0	2	14	5	24	6	2	1	5
PrileiEVm010279t1	0	0	1	0	5	2	39	0	1	0	2	5	1	5	8	1	1	0
PrileiEVm010280t1	0	1	7	7	12	340	173	0	4	2	0	12	10	38	7	1	3	2
PrileiEVm010281t1	0	0	1	0	4	1	4	1	0	0	0	2	19	5	0	1	0	4
PrileiEVm010282t1	9	0	7	1	38	1	39	0	0	5	0	1	4	23	8	0	2	8
PrileiEVm010283t1	3	2	13	13	77	15	79	0	4	1	2	41	23	112	6	2	10	4
PrileiEVm010284t1	3	2	16	7	175	23	103	3	7	8	0	16	15	413	36	2	17	7
PrileiEVm010285t1	5	9	19	42	155	53	202	7	8	8	3	45	77	80	33	3	11	5
PrileiEVm010286t1	1	3	37	25	123	24	82	4	8	4	3	94	116	144	39	3	9	7
PrileiEVm010287t1	1	0	5	11	38	3	37	1	1	3	1	22	20	37	9	1	3	3
PrileiEVm010288t1	1	0	0	2	16	4	19	0	1	713	0	5	3	14	1	0	1	2
PrileiEVm010289t1	0	0	0	11	1	0	2	0	0	0	0	7	1	8	0	0	0	0
PrileiEVm010290t1	1	0	1	0	10	6	9	0	2	2	2	8	25	25	6	1	3	5
PrileiEVm010291t1	0	0	0	2	3	0	12	0	0	0	0	3	0	5	0	0	0	0
PrileiEVm010292t1	0	1	1	11	26	8	26	0	0	0	0	11	2	39	6	1	0	2
PrileiEVm010293t1	0	0	0	0	4	0	27	0	0	0	0	0	0	2	0	0	0	0
PrileiEVm010294t1	0	0	1	2	127	1	5	0	0	0	0	3	3	4	5	0	4	1
PrileiEVm010295t1	0	0	0	0	0	0	2	1	1	0	0	1	8	1	1	0	0	0
PrileiEVm010296t1	0	0	0	0	1	0	1	0	13	0	0	2	1	2	0	1	0	0
PrileiEVm010297t1	1	2	5	56	23	4	39	0	0	0	2	10	11	26	8	0	2	0
PrileiEVm010298t1	0	0	3	4	11	4	17	0	2	2	2	12	7	31	0	0	5	0
PrileiEVm010299t1	0	0	1	1	100	0	4	0	1	0	0	7	3	4	4	0	0	1
PrileiEVm010300t1	6	19	105	105	352	202	619	11	71	39	20	408	170	1197	114	37	56	85
PrileiEVm010301t1	2	0	2	22	56	15	70	0	0	1	2	26	5	44	16	0	0	5
PrileiEVm010302t1	1	0	3	4	9	28	35	0	5	2	4	5	18	22	4	1	4	3
PrileiEVm010303t1	0	5	3	2	19	7	11	0	3	2	1	13	13	28	3	0	4	0
PrileiEVm010304t1	6	0	1	1	6	2	5	0	1	0	0	9	8	14	1	0	1	0
PrileiEVm010305t1	3	5	15	14	223	47	97	4	9	7	1	49	58	356	31	1	18	7
PrileiEVm010306t1	0	0	0	2	2	3	11	0	1	0	0	26	62	14	5	0	1	1
PrileiEVm010307t1	0	0	1	0	6	1	2	1	1	1	0	1	11	8	1	0	0	0
PrileiEVm010308t1	1	1	7	4	54	9	22	1	5	2	1	18	4	34	10	2	2	5
PrileiEVm010309t1	5	3	9	18	123	18	135	0	2	3	2	21	18	103	16	2	9	0
PrileiEVm010310t1	3	4	9	8	67	17	35	3	9	0	2	94	12	42	13	0	3	1
PrileiEVm010311t1	0	1	3	7	16	4	2	0	6	3	0	8	6	27	3	1	0	2
PrileiEVm010312t1	1	1	4	12	35	5	35	4	5	1	0	26	6	183	7	1	11	5
PrileiEVm010313t1	1	0	2	1	47	2	2	0	0	0	0	1	0	6	1	0	2	0
PrileiEVm010314t1	3	2	33	25	110	23	129	2	10	16	1	82	26	204	35	17	7	24
PrileiEVm010315t1	0	1	1	0	6	71	48	0	1	1	0	2	1	9	2	0	0	1
PrileiEVm010316t1	0	1	2	1	3	2	0	1	0	0	1	66	9	41	1	1	1	1
PrileiEVm010317t1	1	0	0	2	10	2	10	1	0	0	0	1	4	52	2	0	0	1
PrileiEVm010318t1	0	2	2	15	28	22	17	0	4	0	1	10	3	66	8	1	1	2
PrileiEVm010319t1	2	0	2	1	9	3	61	0	1	0	0	10	7	29	38	1	1	1
PrileiEVm010320t1	1	0	1	1	25	2	24	0	2	0	0	2	3	16	2	0	0	4
PrileiEVm010321t1	4	3	12	6	58	8	59	0	2	3	0	12	6	23	11	1	7	3
PrileiEVm010322t1	3	8	8	29	86	16	273	1	7	4	1	58	7	190	41	5	5	16
PrileiEVm010323t1	0	1	4	4	24	7	18	1	2	5	1	6	7	27	2	4	3	1
PrileiEVm010324t1	0	0	0	0	1	13	1	1	0	0	0	2	0	11	2	0	0	0
PrileiEVm010325t1	1	0	18	0	19	4	20	0	0	0	0	49	9	11	3	3	1	0
PrileiEVm010326t1	0	0	1	46	8	18	9	0	1	11	0	329	60	16	2	1	1	3
PrileiEVm010327t1	0	0	4	5	598	5	9	0	2	1	0	13	9	19	10	0	18	3
PrileiEVm010328t1	0	0	0	18	16	0	8	2	0	0	0	4	6	7	0	0	1	0
PrileiEVm010329t1	0	0	1	2	4	1	7	0	0	0	0	3	2	12	5	0	0	0
PrileiEVm010330t1	2	0	8	18	44	26	174	0	4	6	1	14	8	57	9	1	2	1
PrileiEVm010331t1	15	3	12	1	46	7	662	3	3	1	0	20	18	110	233	4	2	3
PrileiEVm010332t1	4	1	14	4	16	12	205	1	0	3	3	10	21	97	64	3	9	23
PrileiEVm010333t1	26	49	87	85	740	442	587	12	159	46	18	398	200	1984	111	10	55	58
PrileiEVm010334t1	0	0	0	1	3	1	0	0	1	0	0	3	46	4	16	1	4	1
PrileiEVm010335t1	4	8	13	8	56	22	108	0	8	3	8	52	12	174	14	3	6	17
PrileiEVm010336t1	0	1	7	35	41	25	18	1	3	1	0	46	38	54	10	0	7	9
PrileiEVm010337t1	1	2	10	13	57	8	80	0	2	3	2	55	22	178	9	1	7	3
PrileiEVm010338t1	1	3	18	36	151	52	128	1	7	3	1	46	10	169	10	1	6	9
PrileiEVm010339t1	0	0	4	9	35	6	75	2	1	0	1	36	21	48	50	3	2	0
PrileiEVm010340t1	1	1	0	8	17	11	17	1	2	0	0	5	14	38	3	3	1	2
PrileiEVm010341t1	0	0	1	1	15	2	89	0	0	1	0	3	3	17	11	0	2	5
PrileiEVm010342t1	2	5	25	17	72	28	50	2	4	6	0	160	194	100	69	17	12	35
PrileiEVm010343t1	6	28	26	18	155	24	212	0	7	6	12	78	40	913	20	3	13	13
PrileiEVm010344t1	0	0	0	0	2	1	1	0	1	0	0	1	4	1	2	0	0	0
PrileiEVm010345t1	0	0	0	3	18	8	121	0	11	0	0	2	1	2	0	0	2	0
PrileiEVm010346t1	0	0	1	0	4	1	13	0	0	1	0	1	1	6	1	0	2	0
PrileiEVm010347t1	1	1	1	0	12	4	13	0	4	1	1	5	8	6	309	0	3	2
PrileiEVm010348t1	0	0	0	15	9	0	42	0	0	3	0	4	2	3	0	0	1	2
PrileiEVm010350t1	9	0	54	1	10	2	3	0	1	0	1	12	2	23	3	1	1	0
PrileiEVm010351t1	1	0	0	0	1	0	4	1	0	0	0	7	0	2	0	0	0	0
PrileiEVm010352t1	1	0	1	1	47	2	6	0	0	1	0	3	2	10	0	0	1	0
PrileiEVm010353t1	0	1	0	15	11	1	3	1	0	0	0	1	2	48	5	0	2	0
PrileiEVm010354t1	0	0	1	1	6	1	45	1	0	0	0	3	16	4	6	0	2	0
PrileiEVm010355t1	0	0	3	0	14	6	6	0	1	0	1	484	3	7	2	0	5	0
PrileiEVm010356t1	2	0	7	5	41	6	28	0	3	5	0	17	14	135	3	1	4	9
PrileiEVm010357t1	1	0	3	1	4	2	6	0	1	0	0	3	11	6	4	0	2	0
PrileiEVm010358t1	4	6	18	27	89	22	121	4	5	4	0	46	27	87	17	2	6	10
PrileiEVm010359t1	0	0	0	1	1	1	2	0	2	1	0	113	3	5	1	1	0	0
PrileiEVm010360t1	7	11	41	56	123	15	302	2	15	5	5	65	55	192	38	6	10	7
PrileiEVm010361t1	0	0	0	1	8	4	1	0	1	0	0	2	1	10	0	0	0	1
PrileiEVm010362t1	0	1	2	1	7	2	5	0	0	1	0	96	37	11	17	0	1	0
PrileiEVm010363t1	1	0	1	2	16	5	9	5	5	0	0	11	9	18	4	1	1	3
PrileiEVm010364t1	0	0	2	1	9	2	26	0	1	1	0	4	8	16	11	0	2	2
PrileiEVm010365t1	1	0	3	8	34	7	21	0	1	2	0	18	16	45	5	0	6	4
PrileiEVm010366t1	2	0	0	2	18	6	10	0	9	0	0	20	16	48	8	0	6	2
PrileiEVm010367t1	0	4	6	6	99	16	34	0	2	2	0	23	19	227	19	0	8	7
PrileiEVm010368t1	0	1	2	16	15	2	79	0	2	1	1	9	11	96	9	0	5	4
PrileiEVm010369t1	1	0	4	1	148	1	4	0	0	0	0	4	3	7	3	1	1	0
PrileiEVm010370t1	1	3	14	23	40	12	74	2	2	1	0	28	12	85	13	3	2	3
PrileiEVm010371t1	1	0	3	0	2	175	4	1	7	0	0	5	2	12	1	0	1	1
PrileiEVm010372t1	0	1	8	29	106	28	307	1	1	8	2	63	16	108	28	0	2	28
PrileiEVm010373t1	0	0	0	1	1	0	6	0	1	1	0	2	4	8	11	2	1	9
PrileiEVm010374t1	19	1	363	79	452	118	515	8	33	220	6	103	91	554	53	61	35	124
PrileiEVm010375t1	1	2	12	10	47	13	72	2	7	6	2	18	24	72	5	3	2	1
PrileiEVm010376t1	0	4	8	24	12	0	46	0	0	0	1	2	4	7	2	0	2	1
PrileiEVm010377t1	7	2	35	34	105	52	160	5	15	23	1	56	22	149	21	6	2	9
PrileiEVm010378t1	4	0	3	2	13	2	13	1	0	3	0	10	15	28	4	1	0	1
PrileiEVm010379t1	2	1	5	12	76	34	90	0	2	2	0	56	15	72	8	1	2	15
PrileiEVm010380t1	1	1	4	15	25	6	15	2	0	0	0	10	2	33	2	1	4	1
PrileiEVm010381t1	0	0	3	5	12	16	16	0	1	1	0	8	14	19	3	0	0	3
PrileiEVm010382t1	3	1	7	34	50	22	48	1	2	1	3	26	19	41	12	0	3	4
PrileiEVm010383t1	0	0	1	2	12	1	11	0	0	3	0	12	56	11	22	3	3	7
PrileiEVm010384t1	1	2	3	21	32	21	24	1	4	3	1	13	8	42	8	0	4	1
PrileiEVm010385t1	2	1	9	13	109	13	86	2	4	1	1	37	20	60	11	1	6	5
PrileiEVm010386t1	1	1	16	14	50	14	76	0	7	3	1	21	16	30	7	2	6	8
PrileiEVm010387t1	0	1	3	5	10	1	18	1	2	635	0	12	12	17	1	1	0	5
PrileiEVm010388t1	2	2	11	11	73	31	69	1	9	4	1	35	34	217	7	1	6	4
PrileiEVm010389t1	1	0	3	2	220	7	9	1	1	0	0	7	4	8	8	0	2	1
PrileiEVm010390t1	1	1	15	10	57	15	78	1	7	7	0	20	36	291	17	3	9	13
PrileiEVm010391t1	0	1	1	0	175	3	4	0	2	0	0	16	1	5	4	0	4	0
PrileiEVm010392t1	0	0	1	0	46	1	2	0	2	0	0	1	2	4	2	3	0	0
PrileiEVm010393t1	0	1	0	0	2	0	0	5	0	1	0	1	7	10	1	0	0	2
PrileiEVm010394t1	0	0	1	2	13	1	11	0	0	0	0	4	2	9	0	1	0	363
PrileiEVm010395t1	1	0	6	9	32	0	7	0	2	1	1	3	3	15	4	0	1	0
PrileiEVm010396t1	0	0	0	0	2	1	1	0	0	1	0	2	5	3	0	0	0	0
PrileiEVm010397t1	0	0	0	0	0	0	1	0	1	0	0	2	0	14	6	0	0	0
PrileiEVm010398t1	0	0	1	1	4	0	5	3	0	0	0	2	10	5	0	1	2	0
PrileiEVm010399t1	0	1	0	4	11	4	59	0	0	1	1	25	2	25	4	0	2	2
PrileiEVm010400t1	5	3	1	4	8	4	14	0	2	2	1	5	6	43	3	0	0	2
PrileiEVm010401t1	0	0	5	33	21	54	11	0	2	2	1	15	17	7	8	0	1	0
PrileiEVm010402t1	0	1	1	1	8	3	1	0	0	0	0	0	6	5	0	0	3	0
PrileiEVm010403t1	0	1	5	2	10	3	9	0	2	1	0	13	5	19	2	0	1	2
PrileiEVm010404t1	2	1	14	9	32	17	30	3	4	1	0	146	28	15	12	2	3	4
PrileiEVm010405t1	0	0	3	1	14	4	7	0	1	1	1	10	11	15	6	0	4	0
PrileiEVm010406t1	0	1	1	19	44	11	29	0	6	1	0	11	39	29	5	5	4	3
PrileiEVm010407t1	1	0	1	3	18	3	21	0	1	0	1	12	13	15	2	1	2	0
PrileiEVm010408t1	3	3	15	28	92	99	84	6	4	3	7	166	46	139	16	0	5	4
PrileiEVm010409t1	1	10	28	6	51	8	86	1	4	8	0	29	22	240	9	3	10	5
PrileiEVm010410t1	0	1	0	0	2	1	2	0	0	0	0	0	1	2	1	0	0	0
PrileiEVm010411t1	0	0	1	0	3	1	102	1	0	0	0	3	1	2	1	1	1	0
PrileiEVm010412t1	0	0	1	0	3	0	1	3	0	0	0	1	24	4	0	2	2	0
PrileiEVm010413t1	1	2	11	10	89	26	66	1	7	8	2	32	24	369	12	1	8	7
PrileiEVm010414t1	1	5	8	2	26	21	40	1	2	7	3	31	16	149	6	2	7	5
PrileiEVm010415t1	1	3	2	4	37	8	28	0	3	1	0	26	7	89	13	4	3	2
PrileiEVm010416t1	0	0	1	1	6	2	17	0	1	1	0	3	8	41	5	0	3	1
PrileiEVm010417t1	0	0	3	0	9	2	18	1	2	1	0	6	5	43	5	0	1	2
PrileiEVm010418t1	3	1	5	9	15	25	222	1	1	1	4	8	1	21	2	2	1	1
PrileiEVm010419t1	1	0	4	4	18	3	11	0	0	0	0	15	10	11	7	0	2	2
PrileiEVm010420t1	0	0	0	1	6	0	7	1	0	2	0	1	4	20	5	0	0	0
