logFC	AveExpr	t	P.Value	adj.P.Val	B	rank	DGE.pval	DGE.padj
PrileiEVm011783t1	1.34829473720698	5.57544903384355	3.31161926889404	0.00165526783253194	0.0204222618633383	-1.42072165399472	3.74978526786539	no-sig	no-sig
PrileiEVm024673t1	1.5963482809515	6.11509773453836	3.31243317074042	0.00165127536190955	0.0204029641040647	-1.42465624819253	444.132905688311	up	no-sig
PrileiEVm000400t1	1.59563767301409	6.88899935526613	3.31454471075224	0.00164095993730153	0.0203353176890966	-1.42656975957356	444.36945815782	up	no-sig
PrileiEVm012298t1	1.24764196510718	6.73227570856469	3.31109788233275	0.00165783020856546	0.0204238847688666	-1.43294463923777	3.46901851719593	no-sig	no-sig
PrileiEVm022798t1	1.78283524007097	9.39457303640135	3.31035059068436	0.00166150934512257	0.0204392408751389	-1.4543587997678	495.538557869543	up	no-sig
PrileiEVm000571t1	2.09952803414466	7.14621850909465	3.30245209345874	0.00170087084650374	0.0208623603683568	-1.46345554323569	581.428316318859	up	no-sig
PrileiEVm025205t1	1.84252497517639	9.1765027352066	3.30548994136368	0.00168562880344184	0.0207056333428631	-1.46662515772584	510.976038077363	up	no-sig
PrileiEVm002133t1	1.35417472694095	6.12848207469212	3.29626672909431	0.00173230872597214	0.0211861105030828	-1.46793065388524	3.73938383981304	no-sig	no-sig
PrileiEVm027998t1	1.56556755755419	6.02497958819611	3.29528118117525	0.00173736833018323	0.0212171056834295	-1.470001818491	432.113569566514	up	no-sig
PrileiEVm010284t1	1.81029953638353	6.07927305742527	3.28991651562101	0.00176515520478207	0.0214628567736309	-1.48618244046389	498.414764402195	up	no-sig
PrileiEVm001202t1	1.27553653965644	6.1991339810075	3.28454930625144	0.00179337502465694	0.0216493347085742	-1.49981321244224	3.50304283981588	no-sig	no-sig
PrileiEVm019665t1	1.53425315877725	5.22249125737108	3.28017097887608	0.0018167105181039	0.0218681973826776	-1.50191459840369	420.494952512224	up	no-sig
PrileiEVm019289t1	1.88048268245606	9.69906586834074	3.29300807195314	0.00174909130902157	0.0213242340827399	-1.50351593806206	518.484338017403	up	no-sig
PrileiEVm016579t1	1.23163428546296	6.49045177335768	3.28350173715902	0.00179893242646998	0.0216852657779064	-1.50493754141563	3.38081782358964	no-sig	no-sig
PrileiEVm022063t1	1.97956627741386	10.292683101188	3.29259752393433	0.00175121655761611	0.0213242340827399	-1.50744916699143	545.699146172917	up	no-sig
PrileiEVm004609t1	1.15862905707133	7.98071276901976	3.28611320969219	0.00178510861138894	0.0216113982042101	-1.50914644920688	3.184301200836	no-sig	no-sig
PrileiEVm021440t1	1.74371602176894	9.18156908395575	3.28692424849006	0.00178083584263954	0.0215910284990728	-1.51632970325401	479.413117625113	up	no-sig
PrileiEVm018874t1	1.71257443513894	9.98253899265037	3.28841575126167	0.0017730034151296	0.0215271310605764	-1.51664723423271	471.178965040835	up	no-sig
PrileiEVm018532t1	1.88480057014386	9.70789907116977	3.28562973508035	0.00178766028944609	0.0216113982042101	-1.52350685077072	517.889481185586	up	no-sig
PrileiEVm008837t1	2.45932279324057	3.9722670342161	3.2667531352393	0.00189002318944056	0.0226092490669122	-1.52393828279844	669.804645860131	up	no-sig
PrileiEVm012573t1	1.38323182008469	6.33608165624803	3.27499572860808	0.00184466319728213	0.022172904411394	-1.52702821604113	3.78187048915895	no-sig	no-sig
PrileiEVm028576t1	-2.86642496888682	4.83808047974535	-3.21977782367113	0.00216928821960948	0.0250362082708226	-1.52887401881453	-763.524672140755	down	no-sig
PrileiEVm020039t1	1.8713793378374	6.07677363685139	3.2683442117138	0.00188118611180804	0.0225796081591588	-1.54419471650272	510.057208103555	up	no-sig
PrileiEVm020447t1	1.66797066976152	5.54954474114224	3.263345920666	0.00190907933475244	0.0227842110377699	-1.55105022484931	453.550585303437	up	no-sig
PrileiEVm016037t1	1.35848299093816	7.25559623604706	3.26673161222125	0.00189014299967883	0.0226092490669122	-1.55743589601136	3.6998356771654	no-sig	no-sig
PrileiEVm003765t1	1.70596951789437	8.36045163363992	3.26644692638691	0.00189172840919296	0.0226092490669122	-1.56668064463671	464.559590409506	up	no-sig
PrileiEVm024006t1	1.55973757453558	5.62917506143087	3.25220956835086	0.00197263615402745	0.0234208526547779	-1.58142707166019	421.901684937229	up	no-sig
PrileiEVm014773t1	1.36358442393889	5.36530703210406	3.24719731381302	0.00200188852235765	0.0237233672282778	-1.59139384770293	3.67971453361735	no-sig	no-sig
PrileiEVm011720t1	1.78003236773081	5.31588202474502	3.24578950488103	0.00201017803564095	0.0237678852223557	-1.5953019559417	480.032983665672	up	no-sig
PrileiEVm001694t1	1.93535537021502	7.35469378823445	3.25204789228258	0.00197357339676062	0.0234208526547779	-1.60000628559287	523.464608507896	up	no-sig
PrileiEVm021566t1	1.93927546434409	9.35357240372343	3.25598280907534	0.00195088140055369	0.0232500787623434	-1.60148947741238	525.498879125739	up	no-sig
PrileiEVm028635t1	1.72457593350976	5.20635354207483	3.2419602427278	0.00203288971116402	0.0239555951657785	-1.60400412952804	464.236212552583	up	no-sig
PrileiEVm019073t1	1.68446090961668	9.85687780493976	3.25247586342432	0.00197109334588896	0.0234208526547779	-1.61246550563993	455.695998442746	up	no-sig
PrileiEVm020901t1	1.39422742976854	7.54498852931782	3.24259264101322	0.00202912229848427	0.0239447830784618	-1.62422041963561	3.7542247347735	no-sig	no-sig
PrileiEVm007057t1	-2.95020713182586	3.55879165440132	-3.1456924071641	0.00268992929333538	0.0293889201286117	-1.62473929296386	-758.279683242998	down	no-sig
PrileiEVm021196t1	-3.2714683476673	4.89731518892319	-3.18032595564968	0.00243341278841839	0.0272971084756893	-1.62533316282404	-855.091232344183	down	no-sig
PrileiEVm021520t1	-3.45851419524074	3.3871811247486	-3.14149550381487	0.00272268473201088	0.0295058293920553	-1.63288058605913	-887.109805522355	down	no-sig
PrileiEVm001569t1	1.38778189558479	6.36382782518446	3.23543970776577	0.00207212125187307	0.0243495982632692	-1.63351064116927	3.7242304493979	no-sig	no-sig
PrileiEVm015869t1	1.87484841313374	10.5660618861065	3.2455989026187	0.00201130283183705	0.0237678852223557	-1.63456513678555	505.557099558493	up	no-sig
PrileiEVm017810t1	1.4968051817764	5.75100318178874	3.23206717966557	0.00209269141440858	0.0245314808382824	-1.63623851339631	4.01038235129371	no-sig	no-sig
PrileiEVm002638t1	1.3773841467641	7.50360026713882	3.2377787246605	0.00205796691133904	0.0242171400407152	-1.63666988344118	3.70042737401169	no-sig	no-sig
PrileiEVm022952t1	1.20015511024267	5.55430207311541	3.22923570445542	0.00211010998828395	0.0245556012764013	-1.64055237236717	3.2112489157974	no-sig	no-sig
PrileiEVm000601t1	1.71177282161718	6.19304054529967	3.23165078031085	0.00209524447893466	0.0245314808382824	-1.64259151691987	458.543762756962	up	no-sig
PrileiEVm003383t1	1.52208801288815	6.31300272939488	3.23063261911181	0.0021014994890214	0.0245314808382824	-1.64639670989658	407.534607446343	up	no-sig
PrileiEVm017878t1	1.49203609441966	5.72801635077181	3.22782218052074	0.00211885670185136	0.0245892734930319	-1.6472901037672	3.98955294591042	no-sig	no-sig
PrileiEVm012232t1	1.34936267717407	5.41625196991456	3.22595168779688	0.00213048360991031	0.0246560926865929	-1.64828092568876	3.6048518115976	no-sig	no-sig
PrileiEVm004056t1	2.14191405779933	7.02503974913235	3.23004499061617	0.00210511755348745	0.0245314808382824	-1.65643841611175	573.331200916533	up	no-sig
PrileiEVm002412t1	1.53754024789557	7.54052446040104	3.23036511463667	0.00210314580308661	0.0245314808382824	-1.65749894687081	411.619607449136	up	no-sig
PrileiEVm000272t1	2.09546626176421	6.62799469579939	3.22732431180044	0.00212194558070283	0.0245911541642278	-1.66023063475167	560.173820500357	up	no-sig
PrileiEVm003793t1	1.89049952133716	7.63293804931524	3.22803027636118	0.0021175668889671	0.0245892734930319	-1.66585466736187	505.550361141551	up	no-sig
PrileiEVm020712t1	1.87978137574701	9.36047901501941	3.2303421968865	0.00210328690327584	0.0245314808382824	-1.66977551872848	503.236550763824	up	no-sig
PrileiEVm009470t1	1.75074124128828	6.73592148043161	3.22203586088792	0.00215501917579848	0.0249057374347439	-1.67410886463031	466.843706294267	up	no-sig
PrileiEVm006159t1	1.27046914874472	6.20870767760534	3.2132297864761	0.00221117165485054	0.0254496770466497	-1.690138908616	3.37357524476907	no-sig	no-sig
PrileiEVm004396t1	1.75215810501321	5.31155898287072	3.21003266444636	0.00223189712305904	0.0256180322786094	-1.6901993911141	464.554203789283	up	no-sig
PrileiEVm000100t1	1.52786285577846	6.58539531536811	3.21437755846214	0.00220377549374856	0.0253993438936563	-1.69207428962117	405.92759209501	up	no-sig
PrileiEVm017988t1	1.53846022459811	5.71798235583937	3.21041611873523	0.0022294017459743	0.0256180322786094	-1.69349771727813	407.970676678362	up	no-sig
PrileiEVm002078t1	-2.988003216808	4.70676637838525	-3.14159102689893	0.00272193505916528	0.0295058293920553	-1.70473178247748	-766.459350627427	down	no-sig
PrileiEVm010673t1	1.84517304780476	5.49660181072963	3.2032452385599	0.00227650479441758	0.0259987408231224	-1.71067726812451	487.629680853604	up	no-sig
PrileiEVm001883t1	1.50788330320722	5.94019296982884	3.20466522348958	0.00226710363988269	0.0259512326734255	-1.71081924436744	398.764055968687	up	no-sig
PrileiEVm009116t1	1.31821636075182	7.11086390436284	3.20779968019753	0.0022464808809646	0.0257502487883554	-1.71334836007113	3.49129243692299	no-sig	no-sig
PrileiEVm008073t1	1.3900232306977	5.99137059879187	3.20049452923394	0.00229482064019499	0.0261261287519219	-1.72213204811555	3.66862055278708	no-sig	no-sig
PrileiEVm004974t1	1.46518131060221	6.12144469183126	3.20068071533668	0.00229357653955507	0.0261261287519219	-1.72319914911138	3.86732667375233	no-sig	no-sig
PrileiEVm008948t1	2.07978461760106	4.85215203856695	3.19236201246804	0.00234978631754054	0.0266076881940372	-1.73229871585901	546.769475485061	up	no-sig
PrileiEVm005955t1	2.21681007614224	3.75669604975883	3.18633687308554	0.00239130508425994	0.0269326344744665	-1.73313899294223	581.106837356998	up	no-sig
PrileiEVm013111t1	1.46567210502655	6.41640908508842	3.19657056459883	0.00232118890665993	0.0263769395168321	-1.73716807415857	3.86100465674516	no-sig	no-sig
PrileiEVm004734t1	1.23112463480879	6.53989616927896	3.19628341634047	0.00232312964085405	0.0263769395168321	-1.73822519732157	3.24269186688285	no-sig	no-sig
PrileiEVm000503t1	1.72386867595715	4.68152437371167	3.18863711073127	0.00237537353804443	0.0268251189067867	-1.73901828894647	452.389355065141	up	no-sig
PrileiEVm011152t1	1.81946957251233	12.4834637934738	3.20310388257008	0.00227744266196359	0.0259987408231224	-1.75011119052756	480.80439552741	up	no-sig
PrileiEVm013167t1	2.51695177335777	5.02021271221951	3.18199976704113	0.00242161786803898	0.0272011140738817	-1.76300468296703	658.408001772161	up	no-sig
PrileiEVm023105t1	1.70094872819014	8.93935196394135	3.19255561122255	0.00234846355801123	0.0266076881940372	-1.76684587485282	447.21619082184	up	no-sig
PrileiEVm004889t1	1.56277856688842	5.30773374277157	3.17817664907208	0.00244863764266237	0.0273583157894272	-1.77383727946694	408.053279421206	up	no-sig
PrileiEVm029269t1	2.00956873794326	9.03238005273781	3.19060992149212	0.00236178936569728	0.02670761002771	-1.77407472661731	527.865244135891	up	no-sig
PrileiEVm006205t1	1.37777946596564	5.29931148588655	3.17734751114806	0.00245453484213	0.0273877845200216	-1.77549080974337	3.59604683999887	no-sig	no-sig
PrileiEVm010404t1	-2.02569735499911	5.15550949221156	-3.14544349269459	0.00269186161963756	0.0293889201286117	-1.77554926301971	-520.593538656369	down	no-sig
PrileiEVm017696t1	1.58080664713033	9.426343702966	3.18772987617961	0.00238164512174524	0.0268598420307429	-1.78175053833631	414.665019608201	up	no-sig
PrileiEVm010990t1	-1.92248986834241	5.18766459892865	-3.14460486195875	0.00269838151927697	0.0294057088520948	-1.78336549049331	-493.867777516211	down	no-sig
PrileiEVm028588t1	1.38143792931063	6.57633814324615	3.17868813986741	0.00244500633918493	0.0273541188572993	-1.78565722744806	3.60792908330032	no-sig	no-sig
PrileiEVm016378t1	1.48676941997615	4.55319938565666	3.16943498277002	0.00251148805203139	0.0278844139917539	-1.78763711491203	3.86570290593852	no-sig	no-sig
PrileiEVm024340t1	-1.91376289945216	5.38679872358665	-3.15525350278344	0.00261668478126128	0.0287766826337137	-1.79248324201836	-494.181155150225	down	no-sig
PrileiEVm018401t1	1.84569613896344	9.09548522529474	3.18313484659978	0.00241364987189161	0.0271479065912093	-1.79335582139811	483.078799271549	up	no-sig
PrileiEVm006193t1	1.28813172482369	7.43569655622954	3.17594329609023	0.00246455271990387	0.0274630927753744	-1.79963486759376	3.35978488368082	no-sig	no-sig
PrileiEVm005419t1	1.35027082125923	6.63304035040057	3.1728116604208	0.00248703291576208	0.0276768881566	-1.80152417062507	3.51653523502072	no-sig	no-sig
PrileiEVm003359t1	1.60152676457986	5.2042359093467	3.16569494552646	0.00253883854027576	0.0281045077936719	-1.80558936904809	415.654637938306	up	no-sig
PrileiEVm030302t1	1.26851913075142	5.95508394973795	3.16761627464199	0.00252475328920258	0.0279854579629025	-1.80797964591932	3.29533496366093	no-sig	no-sig
PrileiEVm015916t1	2.01351694045198	10.3705156348534	3.17895263120784	0.00244313058307505	0.0273541188572993	-1.81141820037876	525.941360871453	up	no-sig
PrileiEVm002616t1	1.35549773476379	5.88427181723586	3.16289176231747	0.00255952119318364	0.0282715341071908	-1.81992019619668	3.51323497046273	no-sig	no-sig
PrileiEVm005668t1	1.69907049119557	5.60452543508425	3.16030677849228	0.00257873415085729	0.0283964932313276	-1.82442044979306	439.820270760044	up	no-sig
PrileiEVm025591t1	1.7641908534861	10.0546901657672	3.169320838788	0.00251231866124229	0.0278844139917539	-1.83467809198316	458.676439121875	up	no-sig
PrileiEVm021723t1	1.64937928523074	9.06705727814307	3.16273848297944	0.00256065668359583	0.0282715341071908	-1.84592278706915	427.461158973145	up	no-sig
PrileiEVm021310t1	1.86215298332794	9.07464740121053	3.16186324141863	0.00256714953078929	0.0283060240914588	-1.84933408613999	482.39982394991	up	no-sig
PrileiEVm006022t1	2.0771907085643	5.31104145341425	3.14680250049545	0.00268132747171639	0.0293722469587498	-1.85756300022362	534.180778105535	up	no-sig
PrileiEVm004506t1	1.74348632862125	6.02804603334864	3.14844400937454	0.00266865517962582	0.0293098572800211	-1.86036129859828	448.722390695997	up	no-sig
PrileiEVm020198t1	1.70603797610012	5.7590719319984	3.14525277146657	0.00269334307296251	0.0293889201286117	-1.86571999862013	438.401998731081	up	no-sig
PrileiEVm017067t1	1.38996918944084	6.62402563812417	3.14708743504969	0.00267912375850478	0.0293722469587498	-1.86921505592292	3.57501079677011	no-sig	no-sig
PrileiEVm006329t1	1.49857493875999	6.68027553110997	3.14333967216469	0.00270824575072768	0.0294749751264429	-1.87980148492211	3.84730931766994	no-sig	no-sig
PrileiEVm012736t1	2.91497377333547	5.74899588855686	3.14131266054837	0.00272412024136499	0.0295058293920553	-1.88043932504417	747.624814811928	up	no-sig
PrileiEVm019346t1	-1.90373120833952	5.09009795362475	-3.1045912605527	0.00302726818865641	0.0319536524134311	-1.88979920564723	-479.540201915292	down	no-sig
PrileiEVm013195t1	1.85435004536647	4.67125197593139	3.12971873506955	0.00281660943450676	0.0301851434550074	-1.89293878186468	472.909953998128	up	no-sig
PrileiEVm007291t1	1.30383512932128	5.77878225243886	3.13227988021857	0.00279592810353165	0.0300786016976606	-1.89855586143337	3.32930910370941	no-sig	no-sig
PrileiEVm000072t1	1.3549225539929	8.22552075067147	3.13994142167037	0.00273490855856116	0.0295736186731414	-1.89947837327693	3.47274399348123	no-sig	no-sig
PrileiEVm019770t1	1.74635131500815	9.34006733250208	3.14118438264989	0.00272512778008033	0.0295058293920553	-1.90450324136583	447.871551036295	up	no-sig
PrileiEVm011681t1	1.61404381959162	5.65927127935082	3.12974681651566	0.00281638189956026	0.0301851434550074	-1.90474774362564	411.630960063034	up	no-sig
PrileiEVm018238t1	1.38869417517312	5.2023809869803	3.12715505360204	0.00283745494922451	0.0303311660093948	-1.90566186918081	3.53710269632886	no-sig	no-sig
PrileiEVm002369t1	1.18104766885498	8.10799342870947	3.13536104569002	0.00277123645566992	0.0299279289210009	-1.90996878676025	3.02032440267639	no-sig	no-sig
PrileiEVm017617t1	1.54477740823923	6.23538895277059	3.12924223826968	0.0028204729658568	0.0301880431326482	-1.91199411986256	393.868506323537	up	no-sig
PrileiEVm017063t1	1.84878914403292	8.08541877818972	3.1334976710646	0.00278614447376348	0.0300503027837751	-1.91787482153839	472.364954683726	up	no-sig
PrileiEVm000155t1	1.23486103448126	7.57610666365097	3.13041606948873	0.00281096425890506	0.0301851434550074	-1.91969241591287	3.15030915416501	no-sig	no-sig
PrileiEVm015359t1	1.61640454708586	8.27210784011989	3.13277382858556	0.00279195588330055	0.0300743760660144	-1.91969642399587	412.844503092834	up	no-sig
PrileiEVm005290t1	1.38256626344175	5.79856498187672	3.12410324518135	0.00286245817814766	0.0305207786964425	-1.92040638401377	3.51622665013637	no-sig	no-sig
PrileiEVm007210t1	1.23326235583098	5.98526146089767	3.12468959351263	0.00285763828702029	0.0305081027795991	-1.92058310401391	3.13741048470327	no-sig	no-sig
PrileiEVm003844t1	1.34251059040644	5.7022180959352	3.11885416753779	0.00290594758604888	0.0309452111761504	-1.93270478668899	3.40556302451779	no-sig	no-sig
PrileiEVm003904t1	1.68230789187507	6.59542830032197	3.11599951522453	0.0029298582204572	0.0311146039769977	-1.95106134907775	426.154394806897	up	no-sig
PrileiEVm002487t1	2.06504564348059	3.99506021707771	3.10358521613368	0.0030360024639203	0.0320056370161335	-1.95231018965392	519.916103934939	up	no-sig
PrileiEVm017031t1	-3.50142605268985	3.42285531293366	-3.00807302819732	0.00398154406076574	0.0392640061015889	-1.95286256292124	-840.324211162466	down	no-sig
PrileiEVm014011t1	1.57756919748723	6.98561127459582	3.11593651280834	0.0029303880053109	0.0311146039769977	-1.95454347722161	399.610089299254	up	no-sig
PrileiEVm011755t1	2.10336681692298	4.51566892318868	3.10196447796344	0.00305012307933048	0.0321142031485398	-1.96357368411612	529.1403377504	up	no-sig
PrileiEVm001928t1	1.37905168980896	9.12862175273466	3.11563028582616	0.00293296433584648	0.0311146039769977	-1.9680992836713	3.49271486192048	no-sig	no-sig
PrileiEVm007635t1	-2.47269936870637	5.30218313226259	-3.07206252995225	0.00332194308672687	0.0341209851035198	-1.97022491183117	-612.885197294759	down	no-sig
PrileiEVm025857t1	1.46830961330108	6.67312951059122	3.10831044596444	0.00299518303350255	0.0316946194552751	-1.97056757148443	3.70539183019045	no-sig	no-sig
PrileiEVm019520t1	-3.30639536232203	3.2857147521098	-2.9989758006404	0.00408468217156227	0.0396360022827519	-1.97415767950807	-789.845521804822	down	no-sig
PrileiEVm026099t1	-1.8443991254764	5.98924614594998	-3.09680855671621	0.00309545427232186	0.032356387317745	-1.97491365653719	-462.810573555453	down	no-sig
PrileiEVm007181t1	1.41479111036278	5.30005115189384	3.09989934351577	0.00306820466876541	0.032183590046151	-1.97722996755538	3.55553371425569	no-sig	no-sig
PrileiEVm030208t1	1.41005900355941	6.77369984127788	3.10540106975689	0.0030202547037694	0.031919723296944	-1.9790356485792	3.55328725358241	no-sig	no-sig
PrileiEVm018836t1	1.85776260988018	9.29293459462709	3.11156385893361	0.0029673777558874	0.0314399847477502	-1.98207649456841	469.573123551613	up	no-sig
PrileiEVm028529t1	1.93253806913572	6.17858027153452	3.10071347433042	0.00306106446439573	0.0321488295373161	-1.98708104870968	485.864715136142	up	no-sig
PrileiEVm011111t1	1.32054306592311	6.0190175277449	3.09873069999233	0.00307848135700595	0.0322511226453417	-1.98806780062551	3.31675978202872	no-sig	no-sig
PrileiEVm015480t1	-3.05102297080414	4.51965335270668	-3.0048678935124	0.00401760123305588	0.0393884312253623	-1.98901071123058	-731.035224456798	down	no-sig
PrileiEVm004041t1	-1.83203293452146	5.55690463273774	-3.08276183283401	0.00322217710599018	0.0334714738153345	-1.99037593060895	-456.515235317608	down	no-sig
PrileiEVm013034t1	1.17167619923599	7.05759097424806	3.10079937659347	0.00306031198122386	0.0321488295373161	-1.99262223967286	2.94586848560657	no-sig	no-sig
PrileiEVm011531t1	2.43863730472625	6.258025504209	3.09672079645439	0.00309623130248358	0.032356387317745	-1.99989192053293	611.894728188556	up	no-sig
PrileiEVm007003t1	-3.05650042347211	3.59409015180777	-2.98616371001915	0.00423416784823077	0.040750834204851	-2.0077349661553	-725.378439887573	down	no-sig
PrileiEVm003229t1	1.46420537773634	5.51048531918885	3.08822755642637	0.00317230121002364	0.0331101549895883	-2.00997432286815	3.65850101577193	no-sig	no-sig
PrileiEVm003850t1	-2.84840819993611	4.96475276184245	-3.01105938491824	0.00394822004810117	0.0390269939342895	-2.02507615911387	-684.643010566361	down	no-sig
PrileiEVm000280t1	1.08424863521033	6.00193235837679	3.08268816182141	0.00322285435808208	0.0334714738153345	-2.02855570546185	2.70168664194367	no-sig	no-sig
PrileiEVm018354t1	1.17573731234115	5.9167190233208	3.08096922798018	0.00323869427654004	0.0335710617798953	-2.03266306976735	2.92715093925438	no-sig	no-sig
PrileiEVm008393t1	2.29766489748879	4.9771641244947	3.07776325178454	0.00326843217709386	0.0337363232824848	-2.03297217071494	571.121492986432	up	no-sig
PrileiEVm002294t1	-1.3505281398305	7.06914369254039	-3.07828024604565	0.00326361943158986	0.0337280817518057	-2.04188520137373	-3.35781877547576	no-sig	no-sig
PrileiEVm012907t1	1.3432300530633	5.40308875662776	3.07465889119348	0.00329747095698827	0.0339141439246462	-2.04324726347107	3.33365389511556	no-sig	no-sig
PrileiEVm022135t1	1.83766672679283	9.12200555409772	3.08633022746987	0.00318953222891497	0.0332486970066297	-2.0463872496466	458.731784250704	up	no-sig
PrileiEVm017842t1	1.53100666034954	6.22172142082404	3.07667110137043	0.00327862095407773	0.0337999671854737	-2.04820463313928	380.349330357431	up	no-sig
PrileiEVm000508t1	1.26473135949273	6.01758990698146	3.0746271564103	0.00329776905337253	0.0339141439246462	-2.05030122909093	3.13878469207448	no-sig	no-sig
PrileiEVm020531t1	1.62811192709607	9.52127398948551	3.08509498750537	0.00320079740681612	0.0333247829145837	-2.05082616874002	406.171890155279	up	no-sig
PrileiEVm017608t1	1.36611184750935	6.23292410399606	3.07149100992595	0.00332735275531712	0.0341348203298833	-2.06097564047382	3.38509012367665	no-sig	no-sig
PrileiEVm027091t1	1.59551435894801	9.72615328299613	3.08078085505604	0.0032404345517133	0.0335710617798953	-2.06302300198156	397.186825293506	up	no-sig
PrileiEVm023943t1	1.86915421550396	9.54587929287616	3.07977950823004	0.00324970015834529	0.0336255920325334	-2.06599065032328	465.074860039902	up	no-sig
PrileiEVm001321t1	1.55631431273734	4.93569305698311	3.06247382926561	0.00341380267031852	0.0348091869369128	-2.06931282088137	383.905636275896	up	no-sig
PrileiEVm001864t1	1.36514184777806	6.11070267135123	3.06424074973346	0.00339669895783539	0.0347613454856674	-2.07819367492148	3.37045732992174	no-sig	no-sig
PrileiEVm001121t1	1.32189681247367	6.18746921049061	3.06283304429864	0.00341031897296639	0.0348091869369128	-2.08256342561224	3.26139042363553	no-sig	no-sig
PrileiEVm004127t1	1.13992696677895	6.37566008041257	3.06260996414597	0.00341248203130869	0.0348091869369128	-2.08433123930896	2.81211960668596	no-sig	no-sig
PrileiEVm011737t1	-1.82767028589696	5.4332645730072	-3.04091378716859	0.00362909560076771	0.0367369412501811	-2.08891092577185	-445.988393963145	down	no-sig
PrileiEVm006702t1	1.51771878447533	6.7876184107713	3.05964146913925	0.00344138797562374	0.0349631702190939	-2.09785933938242	373.854563040344	up	no-sig
PrileiEVm002709t1	1.37326724410703	7.19347709028487	3.06055686596657	0.00343244989601407	0.0349145811456541	-2.09821433185638	3.38427401973781	no-sig	no-sig
PrileiEVm031563t1	1.42397943723547	9.38821131763024	3.06483146332201	0.00339099878121145	0.0347453314143154	-2.10119956992096	3.51676266634188	no-sig	no-sig
PrileiEVm003692t1	1.37648810777135	6.2076891088792	3.0555076024458	0.00348202351924068	0.0353332869669809	-2.10180458993666	3.38363943154434	no-sig	no-sig
PrileiEVm023339t1	1.65169931292947	8.86761597723667	3.06142627154822	0.00342398099259369	0.0348706524845723	-2.10815405451941	407.221288329705	up	no-sig
PrileiEVm013105t1	-3.2264803016871	4.28441437559201	-2.94072479058451	0.00480641975181972	0.0449205102945376	-2.12079740553784	-747.955663458933	down	no-sig
PrileiEVm019854t1	-2.59929064768243	4.34402257982292	-2.95466913251207	0.00462357642699658	0.043605584870507	-2.12912546467252	-606.940074056696	down	no-sig
PrileiEVm010094t1	-1.80010826867357	5.31133356827646	-3.02208344360239	0.00382744606341453	0.0380120588945731	-2.13254599589175	-435.102535246787	down	no-sig
PrileiEVm015127t1	-2.32734960600402	4.84792189757935	-2.98426553848477	0.00425674373204776	0.0408744695276174	-2.13255578350718	-551.796553410603	down	no-sig
PrileiEVm019138t1	-1.40937765539495	5.69821214726142	-3.03525084937443	0.00368771289999147	0.0372405814732311	-2.13294947270522	-3.42935816986952	no-sig	no-sig
PrileiEVm008061t1	-2.45701963180163	5.51522649469096	-3.00158505605831	0.00405484817909255	0.0396149237217856	-2.1406085108803	-587.725337229914	down	no-sig
PrileiEVm008115t1	1.32726650936011	6.72698962374976	3.04031706947042	0.00363523095689915	0.0367547659444846	-2.14571574534127	3.23782416633732	no-sig	no-sig
PrileiEVm000238t1	1.54273541963954	7.36730386459132	3.04239310357948	0.00361392721395574	0.0366275228608638	-2.14678409118157	376.739167289427	up	no-sig
PrileiEVm013959t1	1.66584398522157	4.73385972747738	3.02517949762527	0.00379415289893391	0.0379054371662815	-2.16189643164839	403.281700210256	up	no-sig
PrileiEVm013711t1	1.62854604663143	5.08369336966882	3.02673865089826	0.00377748924729903	0.0378740628350912	-2.16252708521914	394.56360905258	up	no-sig
PrileiEVm007213t1	1.44461835329034	5.70725693295594	3.02812906147627	0.00376268673379671	0.0378159018389474	-2.16609216353953	3.50247999692149	no-sig	no-sig
PrileiEVm000302t1	1.83058116190932	4.64340550931915	3.02248429745388	0.00382312019372741	0.0380120588945731	-2.16827078865778	442.558015468663	up	no-sig
PrileiEVm008224t1	1.40577786770507	6.93284039223691	3.03231922597776	0.00371840462877264	0.0375054450071402	-2.16862078361981	3.41553885206933	no-sig	no-sig
PrileiEVm025418t1	1.40392258510511	6.65238085480128	3.03065184129279	0.00373596708897415	0.0375923299180369	-2.17008907533517	3.40815819718995	no-sig	no-sig
PrileiEVm009541t1	1.57702200026994	6.70593706060122	3.03095633456866	0.0037327541080797	0.0375923299180369	-2.17039653802681	382.896308043975	up	no-sig
PrileiEVm018742t1	2.07313191623882	5.56813928698665	3.02548188457371	0.0037909157432783	0.0379054371662815	-2.17353866538617	501.958281748845	up	no-sig
PrileiEVm006194t1	1.24434069435423	5.50657491183443	3.02331212858481	0.00381420098504646	0.0380120588945731	-2.17572742182526	3.00955795612389	no-sig	no-sig
PrileiEVm000374t1	1.37447311768453	6.16656880640547	3.02616425414978	0.00378362021879362	0.0378903183293254	-2.1763479184934	3.32910097815464	no-sig	no-sig
PrileiEVm002280t1	2.82270060551559	5.79448716414715	3.02456925051003	0.00380069366598659	0.0379256866765075	-2.18027530174917	683.132255048145	up	no-sig
PrileiEVm011339t1	-2.95653464824681	4.32523746491476	-2.93541192274518	0.00487783623031932	0.0454867702631997	-2.19129773968329	-683.483633739518	down	no-sig
PrileiEVm019423t1	1.92043311396123	9.03185653963108	3.02761218588355	0.00376818312887451	0.0378258956377582	-2.19708005859542	465.487636955501	up	no-sig
PrileiEVm000122t1	1.27867034559009	7.25259426607503	3.01950361285692	0.00385539620330634	0.0382444378986775	-2.20308371679406	3.08662196637453	no-sig	no-sig
